group_id,mouse,line,depth_class,cohort,compartment,unit_id,n_awake_trials,median_pupil_coverage,f0_vs_pupil_rho,f0_vs_speed_rho,f0_vs_respiration_rho
175,m442,DAT,superficial,DAT superficial,somas,g149,88,0.0390625,,-0.3469023931086576,0.17776995048331154
175,m442,DAT,superficial,DAT superficial,somas,g150,88,0.0390625,,0.43081901156670604,0.15809796369018106
175,m442,DAT,superficial,DAT superficial,somas,g151,88,0.0390625,,-0.4917346272986809,-0.0997688497610422
175,m442,DAT,superficial,DAT superficial,somas,g152,88,0.0390625,,0.45152696954248084,0.20898624107491745
175,m442,DAT,superficial,DAT superficial,somas,g153,88,0.0390625,,0.12370094487573172,0.3387914144489266
175,m442,DAT,superficial,DAT superficial,somas,g154,88,0.0390625,,0.284258174411073,0.13463951569694044
175,m442,DAT,superficial,DAT superficial,somas,g155,88,0.0390625,,0.26735137907906253,0.21254375345827675
175,m442,DAT,superficial,DAT superficial,somas,g156,88,0.0390625,,0.1539955937883325,0.141419922962254
175,m442,DAT,superficial,DAT superficial,somas,g157,88,0.0390625,,-0.03485428020454098,0.08127682994655071
175,m442,DAT,superficial,DAT superficial,somas,g158,88,0.0390625,,-0.04828623079956018,0.047401210791146536
175,m442,DAT,superficial,DAT superficial,somas,g159,88,0.0390625,,0.3708735301521653,0.2635288938039462
175,m442,DAT,superficial,DAT superficial,somas,g160,88,0.0390625,,0.27211385663737536,0.27192074851023684
175,m442,DAT,superficial,DAT superficial,somas,g161,88,0.0390625,,0.2562036538314564,0.1829829389262539
175,m442,DAT,superficial,DAT superficial,somas,g162,88,0.0390625,,-0.29560874592505176,0.020763896534557593
175,m442,DAT,superficial,DAT superficial,somas,g163,88,0.0390625,,0.14441772225439234,0.038912493123922816
175,m442,DAT,superficial,DAT superficial,somas,g164,88,0.0390625,,0.10361034510196038,0.25135938362126653
175,m442,DAT,superficial,DAT superficial,somas,g165,88,0.0390625,,-0.3302249022516771,-0.40955421027238065
175,m442,DAT,superficial,DAT superficial,somas,g166,88,0.0390625,,0.2158372468233126,0.13393505779924553
175,m442,DAT,superficial,DAT superficial,somas,g167,88,0.0390625,,0.17383043087841665,0.0008717666483974561
175,m442,DAT,superficial,DAT superficial,somas,g168,88,0.0390625,,-0.1060356808955456,0.030802421576710114
175,m442,DAT,superficial,DAT superficial,somas,g169,88,0.0390625,,-0.24831910765158297,-0.35282773806049766
175,m442,DAT,superficial,DAT superficial,somas,g170,88,0.0390625,,0.12473281501336617,0.27398128786099446
175,m442,DAT,superficial,DAT superficial,somas,g171,88,0.0390625,,0.24577030021759705,0.23221574025140723
175,m442,DAT,superficial,DAT superficial,somas,g172,88,0.0390625,,0.02591140567837586,0.346135388032396
175,m442,DAT,superficial,DAT superficial,somas,g173,88,0.0390625,,0.17892804574638851,0.13540561366068365
175,m442,DAT,superficial,DAT superficial,somas,g174,88,0.0390625,,-0.03664461899035116,0.3661772152218163
175,m442,DAT,superficial,DAT superficial,somas,g175,88,0.0390625,,0.15253157290929562,0.4132790314064425
175,m442,DAT,superficial,DAT superficial,somas,g176,88,0.0390625,,0.006385247689293438,0.319498073775807
175,m442,DAT,superficial,DAT superficial,somas,g177,88,0.0390625,,0.24930688077478858,0.29176884977779105
175,m442,DAT,superficial,DAT superficial,somas,g178,88,0.0390625,,0.16389978322904591,0.3006097963938622
175,m442,DAT,superficial,DAT superficial,somas,g179,88,0.0390625,,0.11666306137289172,0.220442487636181
175,m442,DAT,superficial,DAT superficial,somas,g180,88,0.0390625,,0.3059627249129392,0.24183159055494283
175,m442,DAT,superficial,DAT superficial,somas,g181,88,0.0390625,,0.04307396369407341,0.0015762245460923703
175,m442,DAT,superficial,DAT superficial,somas,g182,88,0.0390625,,0.3076736890727775,0.35622674741687566
175,m442,DAT,superficial,DAT superficial,somas,g183,88,0.0390625,,0.3102930517298495,0.37072977438566973
175,m442,DAT,superficial,DAT superficial,somas,g184,88,0.0390625,,0.41751935201497326,0.32870886078816813
175,m442,DAT,superficial,DAT superficial,somas,g185,88,0.0390625,,0.27374544617124175,0.2943225096569351
175,m442,DAT,superficial,DAT superficial,somas,g186,88,0.0390625,,0.2707733073987391,0.19296862962607933
175,m442,DAT,superficial,DAT superficial,somas,g187,88,0.0390625,,0.3843143001500703,0.3545272427386867
175,m442,DAT,superficial,DAT superficial,somas,g188,88,0.0390625,,0.40998758195053053,0.2789389103160224
175,m442,DAT,superficial,DAT superficial,somas,g189,88,0.0390625,,0.299418727971702,0.07220693451372868
175,m442,DAT,superficial,DAT superficial,somas,g190,88,0.0390625,,0.33400842608967,0.350432581208335
175,m442,DAT,superficial,DAT superficial,somas,g191,88,0.0390625,,0.33287072311740645,0.26414529446442925
175,m442,DAT,superficial,DAT superficial,somas,g192,88,0.0390625,,0.27221087006911876,0.2830511832938165
175,m442,DAT,superficial,DAT superficial,somas,g193,88,0.0390625,,0.37274324356394734,0.30679141444613506
175,m442,DAT,superficial,DAT superficial,somas,g194,88,0.0390625,,0.3061391129706545,0.26095762247735976
175,m442,DAT,superficial,DAT superficial,somas,g195,88,0.0390625,,0.3871806060879437,0.36288387455009263
175,m442,DAT,superficial,DAT superficial,somas,g196,88,0.0390625,,0.21002526032159383,0.18148596589365223
175,m442,DAT,superficial,DAT superficial,somas,g197,88,0.0390625,,0.2594315552876461,0.23140561366905804
175,m442,DAT,superficial,DAT superficial,somas,g198,88,0.0390625,,0.24675807334080263,0.2405899835102555
175,m442,DAT,superficial,DAT superficial,somas,g199,88,0.0390625,,0.0048418521842846654,0.2125261420108344
175,m442,DAT,superficial,DAT superficial,somas,g200,88,0.0390625,,0.15301664006801266,0.22879031372386568
175,m442,DAT,superficial,DAT superficial,somas,g201,88,0.0390625,,0.29179876387840153,0.27576884977639526
175,m442,DAT,superficial,DAT superficial,somas,g202,88,0.0390625,,0.249739031516191,0.23975343975674285
