group_id,mouse,line,objective,depth_class,population,negative_threshold_z,positive_threshold_z,state,unit_id,excitation_breadth,suppression_breadth,excitation_lifetime_sparseness,suppression_lifetime_sparseness,cohort,compartment
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g67,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g68,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g69,0.6,0.0,0.7259312147882231,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g70,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g71,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g72,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g73,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g74,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g75,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g76,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g77,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g78,0.0,0.06666666666666667,,1.0,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g79,0.2,0.0,0.9958896370271383,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g80,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g81,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g82,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g83,0.0,0.06666666666666667,,1.0,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g84,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g85,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g86,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g87,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g88,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g89,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g90,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g91,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g92,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g93,0.26666666666666666,0.0,0.9818561100371402,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g94,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g95,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g96,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g97,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g98,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g99,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g100,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g101,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g102,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g103,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g104,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g105,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g106,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g107,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g108,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g109,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g110,0.13333333333333333,0.0,0.9999859830530134,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g111,0.4666666666666667,0.0,0.8350443816019932,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g112,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g113,0.3333333333333333,0.0,0.9238522400790968,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g114,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g115,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g116,0.6,0.0,0.7697182966845358,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g117,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g118,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g119,0.2,0.0,0.9842016418556598,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g120,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g121,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g122,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g123,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g124,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g125,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g126,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g127,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g128,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g129,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g130,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g131,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g132,0.4,0.0,0.9598155286502683,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g133,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g134,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g135,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g136,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g137,0.6666666666666666,0.0,0.7913119875961367,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g138,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g139,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g140,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g141,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g142,0.06666666666666667,0.0,1.0,,DAT superficial,somas
