group_id,mouse,line,depth_class,cohort,state,odor_id,unit_id,positive_auc_z_s_soma,negative_auc_z_s_soma,positive_auc_z_s_process,negative_auc_z_s_process
175,m442,DAT,superficial,DAT superficial,post,1,g77,0.9672203078675661,0.8757669716946974,0.6591925044803059,1.0475536009272521
175,m442,DAT,superficial,DAT superficial,post,1,g80,0.5910908157148862,1.1849848971683947,0.9946841058117253,0.6248966155511455
175,m442,DAT,superficial,DAT superficial,post,1,g82,1.1393708416038688,0.8148765935573615,0.6391926935026491,0.8193633385227891
175,m442,DAT,superficial,DAT superficial,post,1,g83,1.5407934220626749,0.5237750950805597,0.8170283762818018,0.824281751335974
175,m442,DAT,superficial,DAT superficial,post,1,g86,0.8502179051151486,0.8742887496786915,0.9947140386443311,0.5186471761893764
175,m442,DAT,superficial,DAT superficial,post,1,g87,0.63533121255392,0.9659593786773594,0.9931331282671776,0.8888348009306616
175,m442,DAT,superficial,DAT superficial,post,1,g88,0.5138892430218571,0.9747477172424958,0.7824022950108022,0.6432191384029757
175,m442,DAT,superficial,DAT superficial,post,1,g89,0.7598714725420549,1.131359241232916,0.7320541331636821,1.0400849030138106
175,m442,DAT,superficial,DAT superficial,post,1,g92,1.1973449375093705,0.8560996879681169,0.795731076385178,1.035924774168913
175,m442,DAT,superficial,DAT superficial,post,1,g93,1.3683133027741943,0.6355527497213382,0.6627354380904017,1.4575841420940223
175,m442,DAT,superficial,DAT superficial,post,1,g94,0.619970513453034,1.2563704345146647,0.836548687732281,0.8304885063294646
175,m442,DAT,superficial,DAT superficial,post,1,g95,2.8483267478062104,0.2582307536879832,1.698656904676388,0.32628579234840854
175,m442,DAT,superficial,DAT superficial,post,1,g96,0.7735962222575246,1.0336266995982581,0.6477486046913653,1.2843251012547172
175,m442,DAT,superficial,DAT superficial,post,1,g97,0.6202309107916383,0.671826029881541,1.1767603513154454,0.7296915327397739
175,m442,DAT,superficial,DAT superficial,post,1,g98,0.8784328012767146,1.0152062905678954,0.7350165122937076,0.674501804152347
175,m442,DAT,superficial,DAT superficial,post,1,g99,0.6204988728712294,1.2630931150965852,1.3902952453279944,0.4843377591816013
175,m442,DAT,superficial,DAT superficial,post,1,g100,0.6848797656673308,0.987701741267303,1.138133068897385,0.5085055116020643
175,m442,DAT,superficial,DAT superficial,post,1,g101,0.8038305453297425,0.7818873373894585,1.0427398277601534,0.2965752811027546
175,m442,DAT,superficial,DAT superficial,post,1,g103,0.6798638896905546,0.703701177510333,0.7056787887207294,1.3274236770798098
175,m442,DAT,superficial,DAT superficial,post,1,g104,0.8566183123947626,1.0000757514196295,0.4925175740285757,0.78359047721676
175,m442,DAT,superficial,DAT superficial,post,1,g106,1.649998502872135,0.4616075769110444,1.4527760394414737,0.44388967419376985
175,m442,DAT,superficial,DAT superficial,post,1,g107,0.9898709908448682,0.7706721222867241,1.0706359534901337,0.8803224682458154
175,m442,DAT,superficial,DAT superficial,post,1,g108,1.204074233401964,0.6565331498797999,1.2868847569830901,0.8695470696401575
