group_id,mouse,line,depth_class,cohort,compartment,unit_id,state,n_odors,tuning_reliability_signed,tuning_reliability_excitation,tuning_reliability_suppression
225,m357,TH,superficial,TH superficial,somas,g44,post,15,0.0655959400519826,0.25773575997411824,-0.03323260513229351
225,m357,TH,superficial,TH superficial,somas,g45,post,15,-0.41792540929027344,-0.317499235048724,-0.3216201061077315
225,m357,TH,superficial,TH superficial,somas,g46,post,15,-0.2213637764728596,-0.2839007036346918,0.17283105058765724
225,m357,TH,superficial,TH superficial,somas,g47,post,15,0.16915157285227894,0.22594440788797354,-0.035291937095733666
225,m357,TH,superficial,TH superficial,somas,g48,post,15,0.26056698294729275,0.11268602573669691,0.5112615983187345
225,m357,TH,superficial,TH superficial,somas,g49,post,15,0.4574464506330791,0.4438739522273609,0.24439291243238362
225,m357,TH,superficial,TH superficial,somas,g50,post,15,0.23392571773352994,0.17843554865841066,0.04640881324868322
225,m357,TH,superficial,TH superficial,somas,g51,post,15,0.2951090765774139,0.2911204006150618,0.19007119400695327
225,m357,TH,superficial,TH superficial,somas,g52,post,15,0.32735016396373345,0.2763698817913607,0.23420980231804306
225,m357,TH,superficial,TH superficial,somas,g53,post,15,-0.16297525406127453,-0.1587098140795991,-0.21955406101925748
225,m357,TH,superficial,TH superficial,somas,g54,post,15,-0.1648725316134107,-0.17091763522514114,-0.19280844960202534
225,m357,TH,superficial,TH superficial,somas,g55,post,15,0.36277091322475874,0.1946959685951075,0.4688294144577869
225,m357,TH,superficial,TH superficial,somas,g56,post,15,-0.1079420707563297,-0.09980097265122426,-0.001051021844034819
225,m357,TH,superficial,TH superficial,somas,g57,post,15,0.36651109693171424,0.5375764307904503,-0.1310293162021966
225,m357,TH,superficial,TH superficial,somas,g58,post,15,0.15224694616681314,0.10270361383560264,-0.15876563368047603
225,m357,TH,superficial,TH superficial,somas,g59,post,15,0.3013158705959519,0.23454342392494862,0.31697240440773405
225,m357,TH,superficial,TH superficial,somas,g60,post,15,0.0798012494619818,0.13086359392921704,-0.06498014787158234
225,m357,TH,superficial,TH superficial,somas,g61,post,15,0.15467179761806893,0.21940410344812739,0.08179307417794467
225,m357,TH,superficial,TH superficial,somas,g62,post,15,-0.055564934093875765,0.057590042279448805,-0.26579392828854254
225,m357,TH,superficial,TH superficial,somas,g63,post,15,0.41222071226905455,0.315314055812271,0.3313834333020141
225,m357,TH,superficial,TH superficial,somas,g64,post,15,-0.43495316757838365,-0.31217770246183574,-0.27474874975596636
225,m357,TH,superficial,TH superficial,somas,g65,post,15,0.2899005522201408,0.3181952235817367,-0.0907961337634531
225,m357,TH,superficial,TH superficial,somas,g66,post,15,-0.16429035527863106,-0.1057620062220646,-0.16911887937281228
225,m357,TH,superficial,TH superficial,somas,g67,post,15,0.07053263112108821,-0.24918413322859834,0.6354742200618337
225,m357,TH,superficial,TH superficial,somas,g68,post,15,-0.22888976045802442,-0.182800541820955,-0.14407564327103498
225,m357,TH,superficial,TH superficial,somas,g69,post,15,0.7903141697962883,0.8567677711892663,-0.16275316665250694
225,m357,TH,superficial,TH superficial,somas,g70,post,15,-0.021933390548781323,0.06530679709734882,-0.1465485339628702
225,m357,TH,superficial,TH superficial,somas,g71,post,15,0.16226866622681535,0.06696741030845424,0.5045150610832194
225,m357,TH,superficial,TH superficial,somas,g72,post,15,0.8506207055706474,0.8985253269847259,0.015490401853514135
225,m357,TH,superficial,TH superficial,somas,g73,post,15,0.5724986709032087,0.5691667488341856,0.35833394003919405
225,m357,TH,superficial,TH superficial,somas,g74,post,15,0.2938648835444735,0.2530502749628323,0.11810512897059024
225,m357,TH,superficial,TH superficial,somas,g75,post,15,-0.29221406424961544,-0.2014239003163841,-0.026297681722791313
225,m357,TH,superficial,TH superficial,somas,g76,post,15,0.07100631692728077,0.24684810987489264,-0.2330746681896574
225,m357,TH,superficial,TH superficial,somas,g77,post,15,0.2518946210503111,0.19874457322340616,-0.10375228738571238
225,m357,TH,superficial,TH superficial,somas,g78,post,15,0.22532664137713315,0.28799332642246145,0.13584727224810902
