group_id,mouse,line,depth_class,cohort,compartment,state,unit_id,excitation_auc_lifetime_sparseness,suppression_auc_lifetime_sparseness,median_positive_auc_z_s,median_negative_auc_z_s
175,m442,DAT,superficial,DAT superficial,processes,post,g3,0.8558995438237236,0.6838206805503534,4.921624650495777,0.18401202153576846
175,m442,DAT,superficial,DAT superficial,processes,post,g300,0.3664245207637175,0.17007257899915731,0.9851238957516787,0.702583201773271
175,m442,DAT,superficial,DAT superficial,processes,post,g301,0.11540145797091751,0.10749276709615539,0.9154941802831148,0.7907066068765428
175,m442,DAT,superficial,DAT superficial,processes,post,g302,0.08208705936124129,0.04455662052004463,0.8426170815045707,0.9618256099194031
175,m442,DAT,superficial,DAT superficial,processes,post,g303,0.22061292229468504,0.09136519665166729,0.7768552266756512,0.9133811550535194
175,m442,DAT,superficial,DAT superficial,processes,post,g304,0.18593975297186233,0.05484579887030835,0.7643206466557112,0.9608672719616597
175,m442,DAT,superficial,DAT superficial,processes,post,g305,0.228937250395498,0.11309837500435693,0.9572725907789607,0.6870534872412526
175,m442,DAT,superficial,DAT superficial,processes,post,g306,0.11587390419009655,0.1652358455743984,0.7274208101182054,0.9121161722477034
175,m442,DAT,superficial,DAT superficial,processes,post,g307,0.40351855718327617,0.09436928188131782,0.880427696289609,0.7559409938161258
175,m442,DAT,superficial,DAT superficial,processes,post,g308,0.7080761795862411,0.29775596881816974,0.6631290997618731,0.9946473248726536
175,m442,DAT,superficial,DAT superficial,processes,post,g309,0.18957178829520605,0.15637952204616815,0.877883890370602,0.8833300364790461
175,m442,DAT,superficial,DAT superficial,processes,post,g310,0.5373980155484089,0.12115512798808228,0.920716777477464,0.9228990798392123
175,m442,DAT,superficial,DAT superficial,processes,post,g311,0.19335345877118085,0.16437552333604113,1.0386163715300645,0.7287054624670621
175,m442,DAT,superficial,DAT superficial,processes,post,g312,0.5755825947322055,0.2229254922087193,1.1556049903819254,0.6548806869816735
175,m442,DAT,superficial,DAT superficial,processes,post,g313,0.5512014403528149,0.22061800145173155,1.1689444648672769,0.671556648254467
175,m442,DAT,superficial,DAT superficial,processes,post,g314,0.568627692346699,0.1730587811702341,0.8629707231190544,0.7015486987880145
175,m442,DAT,superficial,DAT superficial,processes,post,g315,0.7240907663317543,0.42044233057567937,1.4385929807709392,0.5204289222140283
175,m442,DAT,superficial,DAT superficial,processes,post,g316,0.7600879202753394,0.2641864834553834,1.0232762079870572,0.7593149462084682
175,m442,DAT,superficial,DAT superficial,processes,post,g317,0.7897833257884562,0.3615619102487067,1.6889400585994085,0.45188230934662654
175,m442,DAT,superficial,DAT superficial,processes,post,g318,0.7418005375091167,0.26074321132463785,1.1272737404202162,0.5925705662905273
175,m442,DAT,superficial,DAT superficial,processes,post,g319,0.86428918960246,0.21910253272363817,0.8980792209245702,0.7345101047586619
175,m442,DAT,superficial,DAT superficial,processes,post,g32,0.21428054377945263,0.12642773996147183,0.8950485861399268,0.8747498475491017
175,m442,DAT,superficial,DAT superficial,processes,post,g320,0.7160851704887159,0.510706825399215,5.781877421525024,0.26058699368184113
175,m442,DAT,superficial,DAT superficial,processes,post,g321,0.8908791612488438,0.18610661739395462,0.5822019213863463,0.9214972219400006
175,m442,DAT,superficial,DAT superficial,processes,post,g322,0.8575732485237851,0.22764350619077067,1.243177535502628,0.6042082452266275
175,m442,DAT,superficial,DAT superficial,processes,post,g323,0.42771599154097373,0.4768799872702308,9.585515098199496,0.27331795096586486
175,m442,DAT,superficial,DAT superficial,processes,post,g324,0.2841837466638371,0.33469719367856315,1.181781399196557,0.5149379410836953
175,m442,DAT,superficial,DAT superficial,processes,post,g325,0.4381894871265422,0.41969981487089375,1.5641109416790202,0.3605958539434822
175,m442,DAT,superficial,DAT superficial,processes,post,g326,0.247389625827258,0.0864912551477705,0.8527631823180607,0.8264215398997208
175,m442,DAT,superficial,DAT superficial,processes,post,g327,0.4278275726884909,0.24299449760905545,0.9719027571253465,0.6207164702504069
175,m442,DAT,superficial,DAT superficial,processes,post,g328,0.5869812997940708,0.07324174182103163,0.7132064949736558,0.8701272891549565
175,m442,DAT,superficial,DAT superficial,processes,post,g329,0.4088419683090052,0.38462676643144467,1.5238973623584016,0.620414592538865
175,m442,DAT,superficial,DAT superficial,processes,post,g33,0.5057298790617736,0.46270913681401415,12.271138829759101,0.24985220306226605
175,m442,DAT,superficial,DAT superficial,processes,post,g330,0.8223826215099186,0.2616453197780865,0.7613451552210855,0.9796340321859791
175,m442,DAT,superficial,DAT superficial,processes,post,g331,0.8608820788923021,0.16828435688345586,0.9295253564603054,0.884765715516115
175,m442,DAT,superficial,DAT superficial,processes,post,g332,0.18267961210655578,0.1572266860816494,0.8559100805360814,0.8262416683281457
175,m442,DAT,superficial,DAT superficial,processes,post,g333,0.7553998509889007,0.21840320334136398,1.1828643028170533,0.606165793204797
175,m442,DAT,superficial,DAT superficial,processes,post,g334,0.542066775191748,0.2552234880490967,0.9799964162399302,0.5874272830217078
175,m442,DAT,superficial,DAT superficial,processes,post,g34,0.48797623818518504,0.29226814847960453,0.6953772056595744,1.3254027064759855
175,m442,DAT,superficial,DAT superficial,processes,post,g36,0.2266849828978919,0.13380209385864325,0.8371240248349961,0.7363432153108912
175,m442,DAT,superficial,DAT superficial,processes,post,g37,0.8752044118446957,0.3287868934494855,2.325990141658649,0.27334787699199925
175,m442,DAT,superficial,DAT superficial,processes,post,g38,0.5785460407247498,0.5998956828884398,5.086592040664206,0.18540950649450194
175,m442,DAT,superficial,DAT superficial,processes,post,g39,0.6814684834454666,0.6355183013716514,0.9718438256845043,0.7284302727840335
175,m442,DAT,superficial,DAT superficial,processes,post,g4,0.2452561000720043,0.29180193547252375,1.1159765035749867,0.537712808561366
175,m442,DAT,superficial,DAT superficial,processes,post,g40,0.9352045166820449,0.25121797625073017,0.9282108922023199,0.6960250641192619
175,m442,DAT,superficial,DAT superficial,processes,post,g41,0.9467030075976437,0.40374975172322075,2.3586006231565175,0.3646039529421765
175,m442,DAT,superficial,DAT superficial,processes,post,g42,0.1514422573222966,0.27514424691978795,1.2731222377248197,0.45339814754260416
175,m442,DAT,superficial,DAT superficial,processes,post,g43,0.3022223521095941,0.04770892711777239,0.7980672742179052,0.924592747520605
175,m442,DAT,superficial,DAT superficial,processes,post,g47,0.8938153955823664,0.4249504859511324,1.6048159578462324,0.4161567521460952
175,m442,DAT,superficial,DAT superficial,processes,post,g48,0.7094958280655708,0.17004084745846432,1.3814235095339193,0.5926193274153042
175,m442,DAT,superficial,DAT superficial,processes,post,g49,0.8635909804980669,0.19633773355363907,0.9309788911158566,0.841773673129088
175,m442,DAT,superficial,DAT superficial,processes,post,g5,0.08619903034697515,0.08720837873003424,0.8195466967454086,0.9640196161530922
175,m442,DAT,superficial,DAT superficial,processes,post,g51,0.33987931563591733,0.2743214332087685,2.139946722385421,0.5652632948804873
175,m442,DAT,superficial,DAT superficial,processes,post,g52,0.4896400600941472,0.5018006210757978,1.6363564123903507,0.38523969744208697
175,m442,DAT,superficial,DAT superficial,processes,post,g55,0.821786234166757,0.11146673823305031,1.0135149722051848,0.6489630398547538
175,m442,DAT,superficial,DAT superficial,processes,post,g56,0.5835802690837085,0.5351681294964202,2.091504082168189,0.31724910071257395
175,m442,DAT,superficial,DAT superficial,processes,post,g57,0.8826713525944434,0.4951405435664503,2.6785515827095785,0.28955061303684226
175,m442,DAT,superficial,DAT superficial,processes,post,g58,0.7042250350919371,0.41152119232156736,15.883777476022969,0.20778316102783867
175,m442,DAT,superficial,DAT superficial,processes,post,g60,0.10263523780478773,0.02627604755087415,0.754954606390822,0.8112020792746849
