group_id,mouse,line,depth_class,cohort,compartment,unit_id,n_awake_trials,median_pupil_coverage,suppression_vs_pupil_rho,suppression_vs_running_rho,excitation_vs_pupil_rho,excitation_vs_running_rho
175,m442,DAT,superficial,DAT superficial,somas,g19,88,0.06896551724137931,-0.2921186973360886,0.13228960417771093,0.237346441585572,0.09411236357099352
175,m442,DAT,superficial,DAT superficial,somas,g20,88,0.06896551724137931,0.474692883171144,-0.19043467039024523,-0.07302967433402215,0.19656053474695467
175,m442,DAT,superficial,DAT superficial,somas,g21,88,0.06896551724137931,0.6390096504226939,0.1603660982401248,-0.10954451150103321,-0.23067776779614832
175,m442,DAT,superficial,DAT superficial,somas,g22,88,0.06896551724137931,0.6755244875897048,-0.32005690325325004,-0.5477225575051661,0.5236667180387972
175,m442,DAT,superficial,DAT superficial,somas,g23,88,0.06896551724137931,0.09128709291752769,0.1450264035917823,0.09128709291752769,-0.20989215010732576
175,m442,DAT,superficial,DAT superficial,somas,g24,88,0.06896551724137931,-0.09166984970282113,-0.2177834563769975,-0.8033264176742436,0.6458008634051695
175,m442,DAT,superficial,DAT superficial,somas,g25,88,0.06896551724137931,0.3468909530866052,-0.3069670188754281,-0.2921186973360886,0.3920068756173835
175,m442,DAT,superficial,DAT superficial,somas,g26,88,0.06896551724137931,0.6572670690061992,0.11739603536321827,-0.4199206274206274,-0.011304933892687899
175,m442,DAT,superficial,DAT superficial,somas,g27,88,0.06896551724137931,0.49295030175464954,-0.4921125011202646,-0.2008316044185609,0.7334610575247253
175,m442,DAT,superficial,DAT superficial,somas,g28,88,0.06896551724137931,0.4199206274206274,-0.22127345731057926,0.2556038601690775,0.3738784178990605
175,m442,DAT,superficial,DAT superficial,somas,g29,88,0.06896551724137931,0.03651483716701107,-0.1711102327214881,-0.31037611591959413,0.6097441827729685
175,m442,DAT,superficial,DAT superficial,somas,g30,88,0.06896551724137931,0.2008316044185609,-0.040287314082707006,-0.2008316044185609,0.22576298374001041
175,m442,DAT,superficial,DAT superficial,somas,g31,88,0.06896551724137931,-0.1643167672515498,-0.2832411471819248,-0.054772255750516606,0.45468318432170785
175,m442,DAT,superficial,DAT superficial,somas,g32,88,0.06896551724137931,0.4199206274206274,-0.2683689501200673,-0.12780193008453875,0.4756022438553844
175,m442,DAT,superficial,DAT superficial,somas,g33,88,0.06896551724137931,-0.4564354645876384,0.06582940942924055,-0.18257418583505539,0.29630510830203227
