group_id,mouse,line,depth_class,cohort,compartment,unit_id,state,baseline_f,f0_log2_post_pre
199,m465,TH,superficial,TH superficial,somas,g1,pre,7248.869140625,0.07922220160250118
199,m465,TH,superficial,TH superficial,somas,g2,pre,11737.1845703125,-0.9154816660967023
199,m465,TH,superficial,TH superficial,somas,g3,pre,11997.23828125,-1.3463170623050291
199,m465,TH,superficial,TH superficial,somas,g4,pre,12376.173828125,-0.7655521067993902
199,m465,TH,superficial,TH superficial,somas,g5,pre,8571.224609375,-1.3622297020977352
199,m465,TH,superficial,TH superficial,somas,g6,pre,11158.69140625,-1.7475399094426531
199,m465,TH,superficial,TH superficial,somas,g7,pre,8417.333984375,-1.1120625390919263
199,m465,TH,superficial,TH superficial,somas,g8,pre,8330.1142578125,-2.219272480410104
199,m465,TH,superficial,TH superficial,somas,g9,pre,10765.5,-1.5989694128186436
199,m465,TH,superficial,TH superficial,somas,g10,pre,9105.26171875,-1.7775677465913888
199,m465,TH,superficial,TH superficial,somas,g11,pre,10960.7724609375,-1.7954988525753917
199,m465,TH,superficial,TH superficial,somas,g12,pre,8037.2431640625,-1.5198860679794217
199,m465,TH,superficial,TH superficial,somas,g13,pre,6568.0966796875,-0.8201356265896981
199,m465,TH,superficial,TH superficial,somas,g14,pre,4033.02587890625,0.378014660690056
199,m465,TH,superficial,TH superficial,somas,g15,pre,8024.74169921875,-2.073644635025937
199,m465,TH,superficial,TH superficial,somas,g16,pre,9028.646484375,-1.616917267888241
199,m465,TH,superficial,TH superficial,somas,g17,pre,1563.133056640625,1.527592281771457
199,m465,TH,superficial,TH superficial,somas,g18,pre,8507.0625,-2.2878540542073122
199,m465,TH,superficial,TH superficial,somas,g19,pre,7172.23828125,-2.2248333622305827
199,m465,TH,superficial,TH superficial,somas,g20,pre,5950.9052734375,-1.3743202080556265
199,m465,TH,superficial,TH superficial,somas,g21,pre,8451.044921875,-1.482730065246249
199,m465,TH,superficial,TH superficial,somas,g22,pre,5057.4228515625,-1.6854837333472006
199,m465,TH,superficial,TH superficial,somas,g23,pre,3463.117431640625,0.48804522916853427
199,m465,TH,superficial,TH superficial,somas,g24,pre,5922.07421875,-1.5468317244396863
199,m465,TH,superficial,TH superficial,somas,g25,pre,8737.974609375,-1.7305384196930478
199,m465,TH,superficial,TH superficial,somas,g26,pre,9934.7119140625,-1.4122079181784832
199,m465,TH,superficial,TH superficial,somas,g27,pre,7417.470703125,-2.008987644768776
199,m465,TH,superficial,TH superficial,somas,g28,pre,7002.2275390625,-1.219399939488854
199,m465,TH,superficial,TH superficial,somas,g29,pre,5675.728515625,-1.8303415110714856
199,m465,TH,superficial,TH superficial,somas,g30,pre,6306.439453125,-1.786319959808107
199,m465,TH,superficial,TH superficial,somas,g31,pre,6151.48974609375,-1.6381058603648855
199,m465,TH,superficial,TH superficial,somas,g32,pre,6687.9365234375,-1.753247306542642
199,m465,TH,superficial,TH superficial,somas,g33,pre,6158.01904296875,-1.6812036367310048
199,m465,TH,superficial,TH superficial,somas,g34,pre,3978.5341796875,0.2139666512005482
199,m465,TH,superficial,TH superficial,somas,g35,pre,2935.8125,0.05822744091349613
199,m465,TH,superficial,TH superficial,somas,g36,pre,5347.2568359375,-1.7500114714056527
199,m465,TH,superficial,TH superficial,somas,g37,pre,5921.1123046875,-1.6402042814601674
199,m465,TH,superficial,TH superficial,somas,g38,pre,6362.0205078125,-1.798929574469639
199,m465,TH,superficial,TH superficial,somas,g39,pre,6433.912109375,-1.5755108189617242
199,m465,TH,superficial,TH superficial,somas,g40,pre,5346.3515625,-1.4871916860859593
199,m465,TH,superficial,TH superficial,somas,g41,pre,5106.6396484375,-1.6677381612179343
199,m465,TH,superficial,TH superficial,somas,g42,pre,4450.1884765625,-1.2395196173605114
199,m465,TH,superficial,TH superficial,somas,g43,pre,6555.2080078125,-1.4080107400047883
199,m465,TH,superficial,TH superficial,somas,g44,pre,6152.67724609375,-1.2392877589836413
199,m465,TH,superficial,TH superficial,somas,g45,pre,6018.1337890625,-1.9307451837967322
199,m465,TH,superficial,TH superficial,somas,g46,pre,6317.63671875,-2.080587870022843
199,m465,TH,superficial,TH superficial,somas,g47,pre,5695.0771484375,-1.755171273984581
199,m465,TH,superficial,TH superficial,somas,g48,pre,2038.78076171875,0.19175973349604364
199,m465,TH,superficial,TH superficial,somas,g49,pre,5197.158203125,-0.6021004531342696
199,m465,TH,superficial,TH superficial,somas,g50,pre,2844.6943359375,0.5085627573361665
199,m465,TH,superficial,TH superficial,somas,g51,pre,4745.21875,-1.5537255091715225
199,m465,TH,superficial,TH superficial,somas,g52,pre,4127.7958984375,-1.106738675693624
199,m465,TH,superficial,TH superficial,somas,g53,pre,4441.4404296875,-3.2257122488083048
199,m465,TH,superficial,TH superficial,somas,g54,pre,6997.2919921875,-1.39268574554861
199,m465,TH,superficial,TH superficial,somas,g55,pre,3831.6748046875,-0.7129207634100712
199,m465,TH,superficial,TH superficial,somas,g56,pre,5522.412109375,-2.0457044922033365
199,m465,TH,superficial,TH superficial,somas,g57,pre,5146.158203125,-2.66762506094754
199,m465,TH,superficial,TH superficial,somas,g58,pre,4762.3955078125,-1.4122475191172774
199,m465,TH,superficial,TH superficial,somas,g59,pre,4570.193359375,-1.8264773832091863
199,m465,TH,superficial,TH superficial,somas,g60,pre,3783.146484375,-1.2407415969987543
199,m465,TH,superficial,TH superficial,somas,g61,pre,3374.3544921875,-1.3665592679893224
199,m465,TH,superficial,TH superficial,somas,g62,pre,3935.23681640625,-1.4276256597815367
199,m465,TH,superficial,TH superficial,somas,g63,pre,4680.8037109375,-1.3906212705659753
199,m465,TH,superficial,TH superficial,somas,g64,pre,4968.5166015625,-1.8565033845216499
199,m465,TH,superficial,TH superficial,somas,g65,pre,3012.392578125,-0.6086719806324612
199,m465,TH,superficial,TH superficial,somas,g66,pre,2333.01025390625,-1.394754071830581
199,m465,TH,superficial,TH superficial,somas,g67,pre,2605.211181640625,-1.486761772013908
199,m465,TH,superficial,TH superficial,somas,g68,pre,2670.854248046875,-1.2217703225090433
199,m465,TH,superficial,TH superficial,somas,g69,pre,2840.12548828125,-1.5432521204028509
199,m465,TH,superficial,TH superficial,somas,g70,pre,3102.19580078125,-1.5517222601484342
199,m465,TH,superficial,TH superficial,somas,g71,pre,3536.09326171875,-1.6464396237268548
199,m465,TH,superficial,TH superficial,somas,g72,pre,1942.28759765625,-0.8721653770793847
199,m465,TH,superficial,TH superficial,somas,g73,pre,2048.96728515625,-0.9153543389263621
199,m465,TH,superficial,TH superficial,somas,g74,pre,4092.79833984375,-1.5846605957367668
199,m465,TH,superficial,TH superficial,somas,g75,pre,5078.7841796875,-2.131707299790279
199,m465,TH,superficial,TH superficial,somas,g76,pre,3384.72900390625,-1.3399169209523702
199,m465,TH,superficial,TH superficial,somas,g77,pre,3218.753662109375,-1.6905435659989356
199,m465,TH,superficial,TH superficial,somas,g78,pre,5021.2138671875,-1.3173447870030126
199,m465,TH,superficial,TH superficial,somas,g79,pre,3317.616943359375,-1.5318867714798927
199,m465,TH,superficial,TH superficial,somas,g80,pre,3041.9716796875,-1.807441243773555
199,m465,TH,superficial,TH superficial,somas,g81,pre,5164.478515625,-1.5525614287888738
199,m465,TH,superficial,TH superficial,somas,g82,pre,3835.890380859375,-1.8486224074293895
199,m465,TH,superficial,TH superficial,somas,g83,pre,2164.693603515625,0.12834231708269578
199,m465,TH,superficial,TH superficial,somas,g84,pre,2789.854248046875,-1.667621134908147
199,m465,TH,superficial,TH superficial,somas,g85,pre,2263.08935546875,-1.302390645751568
199,m465,TH,superficial,TH superficial,somas,g86,pre,3144.10205078125,-1.6833473325163486
199,m465,TH,superficial,TH superficial,somas,g87,pre,2754.0712890625,-1.5725694828947865
199,m465,TH,superficial,TH superficial,somas,g88,pre,3124.4208984375,-1.5414451244148364
199,m465,TH,superficial,TH superficial,somas,g89,pre,2695.192626953125,-1.213990211606667
199,m465,TH,superficial,TH superficial,somas,g90,pre,5567.32080078125,-1.5751317772386906
199,m465,TH,superficial,TH superficial,somas,g91,pre,1919.175048828125,-1.5812694832680803
199,m465,TH,superficial,TH superficial,somas,g92,pre,2293.9267578125,-1.088515092975906
199,m465,TH,superficial,TH superficial,somas,g93,pre,1622.00927734375,-0.1749144322715386
199,m465,TH,superficial,TH superficial,somas,g94,pre,1942.879638671875,-0.929834061929997
199,m465,TH,superficial,TH superficial,somas,g95,pre,2228.75390625,-0.7502364603004189
199,m465,TH,superficial,TH superficial,somas,g96,pre,1083.1328125,0.3539226099861434
199,m465,TH,superficial,TH superficial,somas,g97,pre,1650.949462890625,-1.398904284252906
199,m465,TH,superficial,TH superficial,somas,g98,pre,2393.93408203125,-1.5626560084177534
199,m465,TH,superficial,TH superficial,somas,g99,pre,3222.837890625,-0.13164069234131984
199,m465,TH,superficial,TH superficial,somas,g100,pre,2597.47412109375,-0.43396272995626023
199,m465,TH,superficial,TH superficial,somas,g101,pre,1228.899658203125,-0.39526206696684274
199,m465,TH,superficial,TH superficial,somas,g102,pre,3197.072509765625,-1.3378163772876128
199,m465,TH,superficial,TH superficial,somas,g103,pre,4078.82568359375,-1.5925522119745514
199,m465,TH,superficial,TH superficial,somas,g104,pre,4076.87548828125,-0.7465728098542374
199,m465,TH,superficial,TH superficial,somas,g105,pre,4800.4013671875,-1.8078450277387004
199,m465,TH,superficial,TH superficial,somas,g106,pre,4858.96875,-1.6757603815915822
199,m465,TH,superficial,TH superficial,somas,g107,pre,5313.1103515625,-1.7254951660689237
199,m465,TH,superficial,TH superficial,somas,g108,pre,3125.33935546875,0.003358554482278509
199,m465,TH,superficial,TH superficial,somas,g109,pre,3995.43408203125,-2.1170271812514887
199,m465,TH,superficial,TH superficial,somas,g110,pre,3116.4599609375,-1.7459637592123582
199,m465,TH,superficial,TH superficial,somas,g111,pre,3158.720703125,-1.2491107217671054
199,m465,TH,superficial,TH superficial,somas,g112,pre,4224.34375,-2.0014248122626963
199,m465,TH,superficial,TH superficial,somas,g113,pre,2999.420166015625,-1.3051699695203316
199,m465,TH,superficial,TH superficial,somas,g114,pre,2612.93310546875,-0.40479231309016794
199,m465,TH,superficial,TH superficial,somas,g115,pre,2057.928955078125,-0.7009700258250815
199,m465,TH,superficial,TH superficial,somas,g116,pre,1826.233154296875,-1.3382814984702716
199,m465,TH,superficial,TH superficial,somas,g117,pre,3040.52490234375,-1.5839361004040946
199,m465,TH,superficial,TH superficial,somas,g118,pre,2955.921875,-1.958648196386571
199,m465,TH,superficial,TH superficial,somas,g119,pre,3386.080078125,-1.6551500176831124
199,m465,TH,superficial,TH superficial,somas,g120,pre,2660.36376953125,-1.3946817351994034
199,m465,TH,superficial,TH superficial,somas,g121,pre,2690.1904296875,-0.9111141990328229
199,m465,TH,superficial,TH superficial,somas,g122,pre,3772.95751953125,-1.834249035649443
199,m465,TH,superficial,TH superficial,somas,g123,pre,3519.6923828125,-1.383553252016495
199,m465,TH,superficial,TH superficial,somas,g124,pre,2934.392333984375,-1.6533140178035663
199,m465,TH,superficial,TH superficial,somas,g125,pre,2719.994384765625,-0.8467117293456267
199,m465,TH,superficial,TH superficial,somas,g126,pre,3350.037109375,-1.5756817027983827
199,m465,TH,superficial,TH superficial,somas,g127,pre,2925.55908203125,-1.5708092577348503
199,m465,TH,superficial,TH superficial,somas,g128,pre,1987.8262939453125,-0.8028338882239286
199,m465,TH,superficial,TH superficial,somas,g129,pre,2512.250244140625,-1.4397315793652488
199,m465,TH,superficial,TH superficial,somas,g130,pre,1586.742431640625,-1.4626621415950298
199,m465,TH,superficial,TH superficial,somas,g131,pre,3388.413330078125,-0.2088595586285458
199,m465,TH,superficial,TH superficial,somas,g132,pre,5327.15869140625,-1.998141829982731
199,m465,TH,superficial,TH superficial,somas,g133,pre,2562.794921875,-0.18140368021872755
199,m465,TH,superficial,TH superficial,somas,g134,pre,2518.024658203125,-1.9633541331863544
199,m465,TH,superficial,TH superficial,somas,g135,pre,2811.3740234375,-0.8038579428590499
199,m465,TH,superficial,TH superficial,somas,g136,pre,2808.8310546875,-1.1608749943661525
199,m465,TH,superficial,TH superficial,somas,g137,pre,3017.74169921875,-1.9113233640060823
199,m465,TH,superficial,TH superficial,somas,g138,pre,2902.706787109375,-1.4976752521408823
199,m465,TH,superficial,TH superficial,somas,g139,pre,3012.48388671875,-1.4239149202345769
199,m465,TH,superficial,TH superficial,somas,g140,pre,2650.27099609375,-1.646954085145998
199,m465,TH,superficial,TH superficial,somas,g141,pre,3337.686279296875,-1.7660608535309992
199,m465,TH,superficial,TH superficial,somas,g142,pre,2801.99072265625,-1.5026612082720048
199,m465,TH,superficial,TH superficial,somas,g143,pre,2523.76953125,-0.14558223307012458
199,m465,TH,superficial,TH superficial,somas,g144,pre,2509.09814453125,-0.9385316078940603
199,m465,TH,superficial,TH superficial,somas,g145,pre,2762.30224609375,-0.7023080446847343
199,m465,TH,superficial,TH superficial,somas,g146,pre,2439.26171875,-2.289069314980667
199,m465,TH,superficial,TH superficial,somas,g147,pre,1547.993896484375,-0.22502480531916097
199,m465,TH,superficial,TH superficial,somas,g148,pre,3606.8857421875,-2.6304896782937193
199,m465,TH,superficial,TH superficial,somas,g149,pre,3413.27099609375,-1.8884164934172032
199,m465,TH,superficial,TH superficial,somas,g150,pre,1654.656494140625,-1.1301227590866203
199,m465,TH,superficial,TH superficial,somas,g151,pre,1679.60205078125,0.04367172820130855
199,m465,TH,superficial,TH superficial,somas,g152,pre,1854.8353271484375,-1.2919393729636846
199,m465,TH,superficial,TH superficial,somas,g153,pre,2038.37255859375,-1.5723993553821298
199,m465,TH,superficial,TH superficial,somas,g154,pre,2073.69677734375,-2.16758118310647
199,m465,TH,superficial,TH superficial,somas,g155,pre,1394.6448974609375,0.3879951582207983
199,m465,TH,superficial,TH superficial,somas,g156,pre,3015.145751953125,-2.037384236514725
199,m465,TH,superficial,TH superficial,somas,g157,pre,1615.0595703125,-0.7896521497125815
199,m465,TH,superficial,TH superficial,somas,g158,pre,1454.85498046875,-1.5580111560848318
199,m465,TH,superficial,TH superficial,somas,g159,pre,1989.993408203125,-1.8283095235186797
199,m465,TH,superficial,TH superficial,somas,g160,pre,2143.093017578125,-0.21895672164415195
199,m465,TH,superficial,TH superficial,somas,g161,pre,1941.68310546875,-1.0142943022908548
199,m465,TH,superficial,TH superficial,somas,g162,pre,1515.9659423828125,-1.4308603434866072
199,m465,TH,superficial,TH superficial,somas,g163,pre,1798.4052734375,-1.4472140586852928
199,m465,TH,superficial,TH superficial,somas,g164,pre,1250.3798828125,0.19109750179900556
199,m465,TH,superficial,TH superficial,somas,g165,pre,1679.395263671875,-1.8514955076693502
199,m465,TH,superficial,TH superficial,somas,g166,pre,1850.563720703125,-1.9777701370142728
199,m465,TH,superficial,TH superficial,somas,g167,pre,2565.37548828125,-0.9077428918574671
199,m465,TH,superficial,TH superficial,processes,g1,post,1530.48583984375,-0.4572215798940478
199,m465,TH,superficial,TH superficial,processes,g2,post,775.4288330078125,-1.264672930531723
199,m465,TH,superficial,TH superficial,processes,g4,post,1723.7508544921875,-0.9708706827471533
199,m465,TH,superficial,TH superficial,processes,g6,post,720.9829711914062,-1.5716680619421097
199,m465,TH,superficial,TH superficial,processes,g8,post,515.9644165039062,-1.1231359120830575
199,m465,TH,superficial,TH superficial,processes,g9,post,1040.28125,-1.2273131928298449
199,m465,TH,superficial,TH superficial,processes,g19,post,394.1676025390625,-1.676934487419379
199,m465,TH,superficial,TH superficial,processes,g21,post,618.77294921875,-1.721424106232497
199,m465,TH,superficial,TH superficial,processes,g22,post,751.900146484375,-1.68530103479144
199,m465,TH,superficial,TH superficial,processes,g24,post,652.2473754882812,-1.1519703954352443
199,m465,TH,superficial,TH superficial,processes,g25,post,813.3123779296875,-1.4956295020169013
199,m465,TH,superficial,TH superficial,processes,g26,post,733.735107421875,-1.4633487707995436
199,m465,TH,superficial,TH superficial,processes,g28,post,1067.1119384765625,-0.8158999701148695
199,m465,TH,superficial,TH superficial,processes,g29,post,414.4825744628906,-1.5920828346640599
199,m465,TH,superficial,TH superficial,processes,g31,post,389.68896484375,-1.7356690712693967
199,m465,TH,superficial,TH superficial,processes,g32,post,753.1427001953125,-1.2787829725034914
199,m465,TH,superficial,TH superficial,processes,g36,post,375.9189758300781,-1.604592123087987
199,m465,TH,superficial,TH superficial,processes,g37,post,885.804931640625,-1.148316793957239
199,m465,TH,superficial,TH superficial,processes,g38,post,457.9700622558594,-1.2728194221244507
199,m465,TH,superficial,TH superficial,processes,g43,post,772.7914428710938,-1.292900025454679
199,m465,TH,superficial,TH superficial,processes,g45,post,583.1473999023438,-1.5792451576178614
199,m465,TH,superficial,TH superficial,processes,g47,post,666.27587890625,-1.5463344388491171
199,m465,TH,superficial,TH superficial,processes,g53,post,1683.4256591796875,0.221389641758488
199,m465,TH,superficial,TH superficial,processes,g55,post,505.3433837890625,-1.2596393722750003
199,m465,TH,superficial,TH superficial,processes,g57,post,350.4154052734375,-2.125738451816676
199,m465,TH,superficial,TH superficial,processes,g59,post,513.74072265625,-1.90004149435407
199,m465,TH,superficial,TH superficial,processes,g62,post,534.070556640625,-1.475867214697718
199,m465,TH,superficial,TH superficial,processes,g63,post,484.8505859375,-1.3211427323055434
199,m465,TH,superficial,TH superficial,processes,g66,post,240.43695068359375,-1.4995206163170045
199,m465,TH,superficial,TH superficial,processes,g68,post,671.7646484375,-1.2352561982002603
199,m465,TH,superficial,TH superficial,processes,g72,post,517.11083984375,-1.0450244616952775
199,m465,TH,superficial,TH superficial,processes,g74,post,458.9329833984375,-1.3584156349313796
199,m465,TH,superficial,TH superficial,processes,g78,post,523.761962890625,-1.5858257092583476
199,m465,TH,superficial,TH superficial,processes,g79,post,737.3748779296875,-1.2447266434070703
199,m465,TH,superficial,TH superficial,processes,g81,post,742.4696044921875,-0.8613493949815557
199,m465,TH,superficial,TH superficial,processes,g84,post,854.1842041015625,-0.27909827343240545
199,m465,TH,superficial,TH superficial,processes,g85,post,487.3385314941406,-1.0155453518992974
199,m465,TH,superficial,TH superficial,processes,g89,post,400.7734680175781,-1.0048814438480993
199,m465,TH,superficial,TH superficial,processes,g91,post,383.70562744140625,-1.3451884182493739
199,m465,TH,superficial,TH superficial,processes,g92,post,547.8172607421875,-1.2246081702164946
199,m465,TH,superficial,TH superficial,processes,g93,post,472.49676513671875,-0.8079178097587281
199,m465,TH,superficial,TH superficial,processes,g98,post,374.09375,-1.708914043699964
199,m465,TH,superficial,TH superficial,processes,g101,post,765.074951171875,-0.5708326413224766
199,m465,TH,superficial,TH superficial,processes,g102,post,971.4097900390625,-0.342436577912272
199,m465,TH,superficial,TH superficial,processes,g103,post,609.7913818359375,-1.252915237707428
199,m465,TH,superficial,TH superficial,processes,g106,post,691.5995483398438,-1.4832722398750282
199,m465,TH,superficial,TH superficial,processes,g107,post,736.661865234375,-1.2539309682209905
199,m465,TH,superficial,TH superficial,processes,g111,post,796.5860595703125,-1.5864995963986441
199,m465,TH,superficial,TH superficial,processes,g116,post,531.3701782226562,-1.4304776932794852
199,m465,TH,superficial,TH superficial,processes,g122,post,598.8435668945312,-1.29691042407539
199,m465,TH,superficial,TH superficial,processes,g124,post,768.2677001953125,-1.0508560833862175
199,m465,TH,superficial,TH superficial,processes,g125,post,678.4224243164062,-0.9519594124908684
199,m465,TH,superficial,TH superficial,processes,g126,post,547.0784912109375,-1.1343284252190695
199,m465,TH,superficial,TH superficial,processes,g127,post,532.656494140625,-1.3653945714817486
199,m465,TH,superficial,TH superficial,processes,g134,post,609.5158081054688,-1.1858131755549168
199,m465,TH,superficial,TH superficial,processes,g138,post,744.760498046875,-0.7111413237937688
199,m465,TH,superficial,TH superficial,processes,g139,post,553.4988403320312,-1.694254333812581
199,m465,TH,superficial,TH superficial,processes,g140,post,514.05224609375,-1.317323992456573
199,m465,TH,superficial,TH superficial,processes,g141,post,704.4401245117188,-1.6230012599737105
199,m465,TH,superficial,TH superficial,processes,g143,post,659.2142333984375,-0.972167731254268
199,m465,TH,superficial,TH superficial,processes,g144,post,628.8571166992188,-0.958486238504349
199,m465,TH,superficial,TH superficial,processes,g145,post,493.58575439453125,-0.9383917919183239
199,m465,TH,superficial,TH superficial,processes,g149,post,1379.167236328125,-0.1769188590539219
199,m465,TH,superficial,TH superficial,processes,g153,post,384.03790283203125,-1.8278610482184918
199,m465,TH,superficial,TH superficial,processes,g159,post,976.5704345703125,-0.5760171791770285
199,m465,TH,superficial,TH superficial,processes,g163,post,478.5024108886719,-1.3628649449954744
199,m465,TH,superficial,TH superficial,processes,g166,post,364.16790771484375,-1.2228611226716324
199,m465,TH,superficial,TH superficial,processes,g168,post,350.000244140625,-1.576398475527696
199,m465,TH,superficial,TH superficial,processes,g169,post,378.12371826171875,-0.6462444753916262
199,m465,TH,superficial,TH superficial,processes,g170,post,365.452880859375,-1.0913955858576654
199,m465,TH,superficial,TH superficial,processes,g171,post,708.8753051757812,0.16746546980804877
199,m465,TH,superficial,TH superficial,processes,g172,post,542.7598876953125,0.12951496189093506
199,m465,TH,superficial,TH superficial,processes,g173,post,459.8212890625,-1.0298829023769718
199,m465,TH,superficial,TH superficial,processes,g174,post,1030.253173828125,0.4504112959548055
199,m465,TH,superficial,TH superficial,processes,g175,post,405.76947021484375,-1.325415314502159
199,m465,TH,superficial,TH superficial,processes,g176,post,296.2419128417969,-1.3965563297131343
199,m465,TH,superficial,TH superficial,processes,g177,post,354.4434814453125,-1.113271519542341
199,m465,TH,superficial,TH superficial,processes,g178,post,419.5409240722656,-1.0571569962945422
199,m465,TH,superficial,TH superficial,processes,g179,post,420.81201171875,-1.6321808406514882
199,m465,TH,superficial,TH superficial,processes,g180,post,997.3426513671875,-0.05138745936690715
199,m465,TH,superficial,TH superficial,processes,g181,post,377.04681396484375,-1.0485419244018082
199,m465,TH,superficial,TH superficial,processes,g182,post,400.3078918457031,-1.5113151511933682
199,m465,TH,superficial,TH superficial,processes,g183,post,350.1721496582031,-1.528543850159117
199,m465,TH,superficial,TH superficial,processes,g184,post,743.505615234375,-1.1845379869722188
199,m465,TH,superficial,TH superficial,processes,g185,post,436.39251708984375,-1.0264532476207866
199,m465,TH,superficial,TH superficial,processes,g186,post,386.88824462890625,-1.3920798664342853
199,m465,TH,superficial,TH superficial,processes,g187,post,286.7082824707031,-1.716826724722267
199,m465,TH,superficial,TH superficial,processes,g188,post,305.38592529296875,-1.5289082875434434
199,m465,TH,superficial,TH superficial,processes,g189,post,247.14276123046875,-0.6021790982522129
199,m465,TH,superficial,TH superficial,processes,g190,post,318.7641906738281,-1.143928141333738
199,m465,TH,superficial,TH superficial,processes,g191,post,906.0462036132812,0.38756927791640355
199,m465,TH,superficial,TH superficial,processes,g192,post,347.093505859375,-1.4929524412177322
199,m465,TH,superficial,TH superficial,processes,g193,post,459.8645935058594,-1.5662822262690939
199,m465,TH,superficial,TH superficial,processes,g194,post,452.275146484375,-0.6121965207761134
199,m465,TH,superficial,TH superficial,processes,g195,post,280.9144287109375,-1.2504346873248562
199,m465,TH,superficial,TH superficial,processes,g196,post,480.892333984375,-1.1801000196250357
199,m465,TH,superficial,TH superficial,processes,g197,post,529.5983276367188,-1.6218234837084653
199,m465,TH,superficial,TH superficial,processes,g198,post,1391.203857421875,-0.2708809817042059
199,m465,TH,superficial,TH superficial,processes,g199,post,644.4051513671875,-0.9098562708100079
199,m465,TH,superficial,TH superficial,processes,g200,post,593.6336669921875,-1.1298353774010914
199,m465,TH,superficial,TH superficial,processes,g201,post,382.9340515136719,-1.2995654772488583
199,m465,TH,superficial,TH superficial,processes,g202,post,384.381591796875,-1.347844513232886
199,m465,TH,superficial,TH superficial,processes,g203,post,1185.039306640625,-0.25973885480126935
199,m465,TH,superficial,TH superficial,processes,g204,post,528.478271484375,-1.9236072970449924
199,m465,TH,superficial,TH superficial,processes,g205,post,704.5819091796875,-0.39873475851308215
199,m465,TH,superficial,TH superficial,processes,g206,post,2377.650390625,-0.39631071522710065
199,m465,TH,superficial,TH superficial,processes,g207,post,604.904541015625,-1.0578847671012916
199,m465,TH,superficial,TH superficial,processes,g208,post,385.4270324707031,-1.5523135512162132
199,m465,TH,superficial,TH superficial,processes,g209,post,367.3634033203125,-1.14663944287981
199,m465,TH,superficial,TH superficial,processes,g210,post,349.6134033203125,-1.1672331972867829
199,m465,TH,superficial,TH superficial,processes,g211,post,297.0806884765625,-1.3192369891747873
199,m465,TH,superficial,TH superficial,processes,g212,post,1795.8427734375,0.052515189483716126
199,m465,TH,superficial,TH superficial,processes,g213,post,353.8270568847656,-1.2121976266185719
199,m465,TH,superficial,TH superficial,processes,g214,post,378.96221923828125,-1.383372570141899
199,m465,TH,superficial,TH superficial,processes,g215,post,1069.96875,0.5615597284867645
199,m465,TH,superficial,TH superficial,processes,g216,post,291.61138916015625,-1.8563561056853892
199,m465,TH,superficial,TH superficial,processes,g217,post,692.1297607421875,-0.9314340241465056
199,m465,TH,superficial,TH superficial,processes,g218,post,582.8563232421875,-1.6638178582165437
199,m465,TH,superficial,TH superficial,processes,g219,post,400.16705322265625,-0.5642764805272493
199,m465,TH,superficial,TH superficial,processes,g220,post,882.1714477539062,-0.8609496120811416
199,m465,TH,superficial,TH superficial,processes,g221,post,1092.303955078125,-0.25459299944148067
199,m465,TH,superficial,TH superficial,processes,g222,post,806.3612670898438,-0.860519913721972
199,m465,TH,superficial,TH superficial,processes,g223,post,408.5258483886719,-1.5857785692705648
199,m465,TH,superficial,TH superficial,processes,g224,post,522.5828857421875,-0.5104324193647368
199,m465,TH,superficial,TH superficial,processes,g225,post,418.499267578125,-1.4870782067642407
199,m465,TH,superficial,TH superficial,processes,g226,post,955.0164794921875,-0.5440580412572319
199,m465,TH,superficial,TH superficial,processes,g227,post,381.0611572265625,-1.5216027869783917
199,m465,TH,superficial,TH superficial,processes,g228,post,343.11700439453125,-1.4025950121553015
199,m465,TH,superficial,TH superficial,processes,g229,post,607.50390625,-1.6308740803023423
199,m465,TH,superficial,TH superficial,processes,g230,post,409.42083740234375,-1.9028072650248615
199,m465,TH,superficial,TH superficial,processes,g231,post,1276.7501220703125,0.027960054617409094
199,m465,TH,superficial,TH superficial,processes,g232,post,463.0993347167969,-1.5582837475395643
199,m465,TH,superficial,TH superficial,processes,g233,post,279.8264465332031,-1.7332115823011058
199,m465,TH,superficial,TH superficial,processes,g234,post,2027.2489013671875,-0.010524748211223492
199,m465,TH,superficial,TH superficial,processes,g235,post,575.8004150390625,-1.6009571914367304
199,m465,TH,superficial,TH superficial,processes,g236,post,756.1260986328125,-1.580583263781498
199,m465,TH,superficial,TH superficial,processes,g237,post,2045.34033203125,0.5364845180645159
199,m465,TH,superficial,TH superficial,processes,g238,post,385.6906433105469,-1.6847022062038326
199,m465,TH,superficial,TH superficial,processes,g239,post,500.311767578125,-1.4526759029445315
199,m465,TH,superficial,TH superficial,processes,g240,post,475.89453125,-1.4104469923308809
199,m465,TH,superficial,TH superficial,processes,g241,post,1314.8050537109375,-0.47692660562630457
199,m465,TH,superficial,TH superficial,processes,g242,post,561.2454833984375,-1.3855084648636464
199,m465,TH,superficial,TH superficial,processes,g243,post,483.17962646484375,-1.303011234707288
199,m465,TH,superficial,TH superficial,processes,g244,post,403.6850891113281,-1.6142926135336246
199,m465,TH,superficial,TH superficial,processes,g245,post,308.54132080078125,-1.759003368006099
199,m465,TH,superficial,TH superficial,processes,g246,post,540.6304931640625,-0.5589419249456986
199,m465,TH,superficial,TH superficial,processes,g247,post,483.22564697265625,-1.6985218300932665
199,m465,TH,superficial,TH superficial,processes,g248,post,995.2601318359375,-1.2347840981024418
199,m465,TH,superficial,TH superficial,processes,g249,post,415.0074768066406,-0.8890249134690266
199,m465,TH,superficial,TH superficial,processes,g250,post,738.8848876953125,-0.6837215453341985
