group_id,mouse,line,depth_class,cohort,compartment,state,odor_id,population_pattern_reliability,n_trials
228,m466,TH,deep,TH deep,somas,post,22,0.9393043518066406,5
228,m466,TH,deep,TH deep,somas,post,30,0.5535658001899719,2
228,m466,TH,deep,TH deep,somas,post,31,0.9352129697799683,6
228,m466,TH,deep,TH deep,somas,post,32,0.8932923078536987,4
228,m466,TH,deep,TH deep,somas,post,39,0.7443961501121521,4
228,m466,TH,deep,TH deep,somas,post,40,0.7671342492103577,3
228,m466,TH,deep,TH deep,somas,pre,1,0.8397329449653625,6
228,m466,TH,deep,TH deep,somas,pre,2,0.7905957102775574,5
228,m466,TH,deep,TH deep,somas,pre,3,0.40261271595954895,5
228,m466,TH,deep,TH deep,somas,pre,4,0.6926145553588867,7
228,m466,TH,deep,TH deep,somas,pre,10,0.39982277154922485,8
