unit_id,unit_type,group_id,odor_id,block,epoch,n_trials,mean_response_z,median_response_z,response_q25,response_q75,response_ci95_low,response_ci95_high
s1,soma,,39,pre,odor,2.0,0.29304516315460205,0.29304516315460205,-0.2609046697616577,0.8469949960708618,-13.784154818052919,14.370245144362123
s1,soma,,17,pre,odor,2.0,-2.109020173549652,-2.109020173549652,-2.5828928649425507,-1.6351474821567535,-14.151267044990245,9.933226697890941
s1,soma,,32,pre,odor,2.0,6.843286037445068,6.843286037445068,6.240519762039185,7.446052312850952,-8.47445736929217,22.161029444182304
s1,soma,,30,pre,odor,2.0,2.29584601521492,2.29584601521492,1.1825161427259445,3.4091758877038956,-25.99654858227346,30.5882406127033
s1,soma,,40,pre,odor,2.0,0.9617319256067276,0.9617319256067276,0.2404571995139122,1.683006651699543,-17.36759675592054,19.291060607133996
s1,soma,,3,pre,odor,2.0,2.9312888383865356,2.9312888383865356,2.4717183709144592,3.390859305858612,-8.747504062412895,14.610081739185967
s1,soma,,2,pre,odor,2.0,1.4664183557033539,1.4664183557033539,0.9984265714883804,1.9344101399183273,-10.426380494462927,13.359217205869635
s1,soma,,1,pre,odor,2.0,2.0289509296417236,2.0289509296417236,1.9615874290466309,2.0963144302368164,0.31708206902837444,3.740819790255073
s1,soma,,4,pre,odor,2.0,1.5122625231742859,1.5122625231742859,1.4219752848148346,1.6025497615337372,-0.7821537481437013,3.806678794492273
s1,soma,,31,pre,odor,2.0,0.27450668811798096,0.27450668811798096,-0.34520286321640015,0.8942162394523621,-15.473806184317235,16.022819560553195
s1,soma,,21,pre,odor,2.0,5.020275592803955,5.020275592803955,4.383570671081543,5.656980514526367,-11.159930591066146,21.200481776674057
s1,soma,,12,pre,odor,2.0,-0.3874961733818054,-0.3874961733818054,-1.1384498178958893,0.36345747113227844,-19.471037682526802,18.69604533576319
s1,soma,,22,pre,odor,2.0,0.21073661372065544,0.21073661372065544,0.08376079984009266,0.3377124276012182,-3.016024761697031,3.437497989138342
s1,soma,,10,pre,odor,2.0,2.3625229597091675,2.3625229597091675,2.1352874636650085,2.5897584557533264,-3.4120785124174287,8.137124431835764
s1,soma,,0,pre,odor,2.0,2.7388150691986084,2.7388150691986084,2.7231160402297974,2.7545140981674194,2.3398649167249075,3.1377652216723093
s1,soma,,18,pre,odor,2.0,-2.0592788457870483,-2.0592788457870483,-2.1979554295539856,-1.920602262020111,-5.583384976699018,1.4648272851249216
s1,soma,,12,post,odor,2.0,2.4396793842315674,2.4396793842315674,2.3291608095169067,2.550197958946228,-0.3688638907178281,5.248222659180962
s1,soma,,18,post,odor,2.0,1.4445827007293701,1.4445827007293701,1.3776023983955383,1.511563003063202,-0.25754816875972253,3.1467135702184628
s1,soma,,40,post,odor,2.0,0.7452814280986786,0.7452814280986786,0.7437688261270523,0.7467940300703049,0.7068425674270286,0.7837202887703286
s1,soma,,32,post,odor,2.0,1.1082770228385925,1.1082770228385925,0.8704257309436798,1.3461283147335052,-4.936097400322226,7.152651445999411
s1,soma,,31,post,odor,2.0,1.0486398339271545,1.0486398339271545,0.8547600209712982,1.2425196468830109,-3.8783133613295764,5.9755930291838855
s1,soma,,0,post,odor,2.0,0.7863779217004776,0.7863779217004776,0.6265705451369286,0.9461852982640266,-3.274712568234362,4.847468411635317
s1,soma,,4,post,odor,2.0,1.9245132803916931,1.9245132803916931,1.5534874498844147,2.2955391108989716,-7.504147049277767,11.353173610061154
s1,soma,,2,post,odor,2.0,1.9910857677459717,1.9910857677459717,1.9028987884521484,2.079272747039795,-0.24995786019826127,4.232129395690205
s1,soma,,3,post,odor,2.0,2.1227417588233948,2.1227417588233948,1.9222377240657806,2.323245793581009,-2.9725488732952696,7.218032390942059
s1,soma,,21,post,odor,2.0,4.00340735912323,4.00340735912323,3.494141638278961,4.512673079967499,-8.938261669202506,16.945076387448964
s1,soma,,1,post,odor,2.0,0.3190895617008209,0.3190895617008209,0.22965434193611145,0.4085247814655304,-1.953674864209531,2.591853987611173
s1,soma,,22,post,odor,2.0,1.3557215332984924,1.3557215332984924,1.313206285238266,1.3982367813587189,0.2753066407735103,2.4361364258234746
s1,soma,,10,post,odor,1.0,0.32727521657943726,0.32727521657943726,0.32727521657943726,0.32727521657943726,,
s1,soma,,30,post,odor,2.0,2.176461160182953,2.176461160182953,1.9960643351078033,2.3568579852581024,-2.4078568261385325,6.760779146504438
s1,soma,,17,post,odor,2.0,0.38988548517227173,0.38988548517227173,0.3733689785003662,0.40640199184417725,-0.029838745426981894,0.8096097157715254
s1,soma,,39,post,odor,2.0,0.5253779292106628,0.5253779292106628,0.3056061863899231,0.7451496720314026,-5.0595515898018375,6.110307448223163
s4,soma,,39,pre,odor,2.0,-0.07827599532902241,-0.07827599532902241,-0.14749030862003565,-0.009061682038009167,-1.8371784660277255,1.6806264753696807
s4,soma,,17,pre,odor,2.0,-1.2033189237117767,-1.2033189237117767,-1.4339172691106796,-0.9727205783128738,-7.063378500634952,4.656740653211399
s4,soma,,32,pre,odor,2.0,1.3907967805862427,1.3907967805862427,1.3513191938400269,1.4302743673324585,0.38757618121121307,2.394017379961272
s4,soma,,30,pre,odor,2.0,0.07966732978820801,0.07966732978820801,-0.38788431882858276,0.5472189784049988,-11.801946614333698,11.961281273910114
s4,soma,,40,pre,odor,2.0,-0.09973818063735962,-0.09973818063735962,-0.47577232122421265,0.2762959599494934,-9.655671736813465,9.456195375538746
s4,soma,,3,pre,odor,2.0,0.6990784108638763,0.6990784108638763,0.627411350607872,0.7707454711198807,-1.1221542700412426,2.5203110917689955
s4,soma,,2,pre,odor,2.0,1.028399258852005,1.028399258852005,0.7705944627523422,1.2862040549516678,-5.523041783568168,7.579840301272178
s4,soma,,1,pre,odor,2.0,0.9320014417171478,0.9320014417171478,0.7978308945894241,1.0661719888448715,-2.477595441021718,4.3415983244560135
s4,soma,,4,pre,odor,2.0,0.6934062242507935,0.6934062242507935,-0.05691295862197876,1.4437254071235657,-18.374012085870696,19.760824534372283
s4,soma,,31,pre,odor,2.0,0.13995426148176193,0.13995426148176193,-0.05076585337519646,0.3306743763387203,-4.70670339187677,4.986611914840294
s4,soma,,21,pre,odor,2.0,-0.5281537175178528,-0.5281537175178528,-0.6492248773574829,-0.40708255767822266,-3.604863606654796,2.5485561716190905
s4,soma,,12,pre,odor,2.0,0.7339648902416229,0.7339648902416229,0.07920368015766144,1.3887261003255844,-15.905095087022985,17.37302486750623
s4,soma,,22,pre,odor,2.0,0.7420024201273918,0.7420024201273918,0.3370135612785816,1.146991278976202,-9.54974029267808,11.033745132932864
s4,soma,,10,pre,odor,2.0,2.3553913831710815,2.3553913831710815,1.8636946082115173,2.8470881581306458,-10.139808398334994,14.850591164677157
s4,soma,,0,pre,odor,2.0,-0.5208675712347031,-0.5208675712347031,-0.6189208850264549,-0.4228142574429512,-3.012638531431465,1.9709033889620589
s4,soma,,18,pre,odor,2.0,-0.280158668756485,-0.280158668756485,-0.6759203225374222,0.11560298502445221,-10.337415868091833,9.777098530578863
s4,soma,,12,post,odor,2.0,1.1296354532241821,1.1296354532241821,1.0072633028030396,1.2520076036453247,-1.9801357412898253,4.239406647738189
s4,soma,,18,post,odor,2.0,0.6232144236564636,0.6232144236564636,0.157313734292984,1.0891151130199432,-11.216444667898136,12.462873515211063
s4,soma,,40,post,odor,2.0,-0.3458542004227638,-0.3458542004227638,-0.6303796954452991,-0.0613287054002285,-7.576332585258339,6.884624184412812
s4,soma,,32,post,odor,2.0,-0.16582153365015984,-0.16582153365015984,-0.1970710214227438,-0.13457204587757587,-0.9599463127282389,0.6283032454279193
s4,soma,,31,post,odor,2.0,0.11029035225510597,0.11029035225510597,0.06256799958646297,0.15801270492374897,-1.1024496147443152,1.3230303192545272
s4,soma,,0,post,odor,2.0,1.1754721701145172,1.1754721701145172,0.9558262676000595,1.395118072628975,-4.406259443506618,6.757203783735652
s4,soma,,4,post,odor,2.0,0.32272061705589294,0.32272061705589294,0.22894839942455292,0.41649283468723297,-2.06025737452198,2.705698608633766
s4,soma,,2,post,odor,2.0,0.09138922393321991,0.09138922393321991,-0.031145267188549042,0.21392371505498886,-3.0225074389391335,3.2052858868055734
s4,soma,,3,post,odor,2.0,0.37746839970350266,0.37746839970350266,0.26630182936787605,0.48863497003912926,-2.447542005302169,3.202478804709174
s4,soma,,21,post,odor,2.0,-0.10745198116637766,-0.10745198116637766,-0.16387816809583455,-0.051025794236920774,-1.541377348381065,1.3264733860483098
s4,soma,,1,post,odor,2.0,0.04790187627077103,0.04790187627077103,-0.10068078711628914,0.1964845396578312,-3.7279416062134567,3.8237453587549988
s4,soma,,22,post,odor,2.0,-0.3293376453220844,-0.3293376453220844,-0.455492639914155,-0.20318265073001385,-3.5352400248778038,2.876564734233635
s4,soma,,10,post,odor,1.0,-0.24012210965156555,-0.24012210965156555,-0.24012210965156555,-0.24012210965156555,,
s4,soma,,30,post,odor,2.0,-0.20922023057937622,-0.20922023057937622,-0.43355676531791687,0.015116304159164429,-5.9101521109631046,5.491711649804352
s4,soma,,17,post,odor,2.0,-0.16113633662462234,-0.16113633662462234,-0.20819338038563728,-0.1140792928636074,-1.356969201237798,1.0346965279885534
s4,soma,,39,post,odor,2.0,0.0543966144323349,0.0543966144323349,-0.12298562377691269,0.2317788526415825,-4.453313456062883,4.562106684927553
s8,soma,,39,pre,odor,2.0,1.112429067492485,1.112429067492485,0.32228196412324905,1.902576170861721,-18.96711266671732,21.19197080170229
s8,soma,,17,pre,odor,2.0,-0.4989061951637268,-0.4989061951637268,-0.599482387304306,-0.3983300030231476,-3.0547895730098142,2.0569771826823606
s8,soma,,32,pre,odor,2.0,0.1371215507388115,0.1371215507388115,0.13315927609801292,0.14108382537961006,0.03643060512493218,0.2378124963526908
s8,soma,,30,pre,odor,2.0,-0.5110596418380737,-0.5110596418380737,-1.323631465435028,0.3015121817588806,-21.16046754877753,20.13834826510138
s8,soma,,40,pre,odor,2.0,0.26216383278369904,0.26216383278369904,-0.10269290953874588,0.627020575106144,-9.009725101861738,9.534052767429136
s8,soma,,3,pre,odor,2.0,0.1552366018295288,0.1552366018295288,-0.40585774183273315,0.7163309454917908,-14.103522611934997,14.413995815594054
s8,soma,,2,pre,odor,2.0,0.4193641245365143,0.4193641245365143,0.39937493205070496,0.4393533170223236,-0.0886094199344819,0.9273376690075105
s8,soma,,1,pre,odor,2.0,0.07259870786219835,0.07259870786219835,0.04280829010531306,0.10238912561908364,-0.6844475865281188,0.8296450022525155
s8,soma,,4,pre,odor,2.0,-0.23235154151916504,-0.23235154151916504,-0.6085458397865295,0.14384275674819946,-9.792355090252569,9.327652007214239
s8,soma,,31,pre,odor,2.0,-0.013058900833129883,-0.013058900833129883,-0.31045666337013245,0.2843388617038727,-7.570652618583968,7.544534816917708
s8,soma,,21,pre,odor,2.0,-1.1706164628267288,-1.1706164628267288,-1.5741417780518532,-0.7670911476016045,-11.425167005786452,9.083934080132995
s8,soma,,12,pre,odor,2.0,-0.8430213183164597,-0.8430213183164597,-1.3406434878706932,-0.3453991487622261,-13.488799653547519,11.8027570169146
s8,soma,,22,pre,odor,2.0,-0.3572157025337219,-0.3572157025337219,-1.21060910820961,0.49617770314216614,-22.04399836857216,21.329566963504718
s8,soma,,10,pre,odor,2.0,1.6914147436618805,1.6914147436618805,1.31868277490139,2.064146712422371,-7.780602669914643,11.163432157238404
s8,soma,,0,pre,odor,2.0,-0.7969847917556763,-0.7969847917556763,-0.8268025815486908,-0.7671670019626617,-1.5547266755362015,-0.039242907975151065
s8,soma,,18,pre,odor,2.0,-0.439570558257401,-0.439570558257401,-0.6472745300270617,-0.23186658648774028,-5.7178289379013165,4.8386878213865145
s8,soma,,12,post,odor,2.0,-0.2813205299898982,-0.2813205299898982,-0.43155128648504615,-0.13108977349475026,-4.09904602938541,3.5364049694056137
s8,soma,,18,post,odor,2.0,0.23541667714016512,0.23541667714016512,0.11741126558627002,0.3534220886940602,-2.7633851612205267,3.234218515500857
s8,soma,,40,post,odor,2.0,-0.0502748042345047,-0.0502748042345047,-0.14764012396335602,0.04709051549434662,-2.5245621775902927,2.4240125691212833
s8,soma,,32,post,odor,2.0,0.5117892026901245,0.5117892026901245,0.4332227408885956,0.5903556644916534,-1.4847738954040257,2.5083523007842747
s8,soma,,31,post,odor,2.0,0.014593828469514847,0.014593828469514847,-0.019721506163477898,0.04890916310250759,-0.857441506404789,0.8866291633438187
s8,soma,,0,post,odor,2.0,0.7794185876846313,0.7794185876846313,0.6775503158569336,0.8812868595123291,-1.8092996482414172,3.36813682361068
s8,soma,,4,post,odor,2.0,0.14228501915931702,0.14228501915931702,-0.21643705666065216,0.5010070949792862,-8.973707258348902,9.258277296667536
s8,soma,,2,post,odor,2.0,0.44941869750618935,0.44941869750618935,0.250155558809638,0.6486818362027407,-4.6143377757961215,5.5131751708085
s8,soma,,3,post,odor,2.0,0.654724195599556,0.654724195599556,0.5046545788645744,0.8047938123345375,-3.158906354228331,4.468354745427443
s8,soma,,21,post,odor,2.0,1.9947026371955872,1.9947026371955872,1.9587489068508148,2.0306563675403595,1.0810317196157992,2.908373554775375
s8,soma,,1,post,odor,2.0,0.5324743986129761,0.5324743986129761,0.5244471430778503,0.5405016541481018,0.3284824940151778,0.7364663032107743
s8,soma,,22,post,odor,2.0,0.7390186637639999,0.7390186637639999,0.45615486055612564,1.0218824669718742,-6.449232128260558,7.927269455788558
s8,soma,,10,post,odor,1.0,0.4647313952445984,0.4647313952445984,0.4647313952445984,0.4647313952445984,,
s8,soma,,30,post,odor,2.0,0.21767494082450867,0.21767494082450867,-0.012682303786277771,0.4480321854352951,-5.636257684146945,6.071607565795962
s8,soma,,17,post,odor,2.0,0.159145325422287,0.159145325422287,-0.1683046966791153,0.48659534752368927,-8.162148717948405,8.480439368792979
s8,soma,,39,post,odor,2.0,0.09058281779289246,0.09058281779289246,-0.06820115447044373,0.24936679005622864,-3.9445005030091744,4.125666138594959
s11,soma,,39,pre,odor,2.0,-0.3761613070964813,-0.3761613070964813,-0.7800333946943283,0.02771078050136566,-10.639524171585528,9.887201557392565
