unit_id,unit_type,group_id,trial_id,trial_index,odor_id,block,epoch,available,response_mean_z,response_peak_positive_z,response_peak_negative_z
s1,soma,,0,0,39,pre,odor,True,1.4009448289871216,3.743365526199341,-1.1811643838882446
s1,soma,,1,1,17,pre,odor,True,-3.056765556335449,0.48910030722618103,-6.6240386962890625
s1,soma,,2,2,32,pre,odor,True,5.637753486633301,9.596333503723145,-0.020581191405653954
s1,soma,,3,3,32,pre,odor,True,8.048818588256836,12.009574890136719,-2.4702343940734863
s1,soma,,4,4,30,pre,odor,True,4.522505760192871,9.898049354553223,-2.5522077083587646
s1,soma,,5,5,40,pre,odor,True,2.4042813777923584,6.553619861602783,-1.1846750974655151
s1,soma,,6,6,3,pre,odor,True,3.8504297733306885,7.221175670623779,0.019765285775065422
s1,soma,,7,7,2,pre,odor,True,2.402401924133301,4.69537353515625,-0.5611470937728882
s1,soma,,8,8,1,pre,odor,True,1.894223928451538,3.8515031337738037,-1.6384930610656738
s1,soma,,9,9,4,pre,odor,True,1.3316880464553833,4.479425430297852,-2.387359619140625
s1,soma,,10,10,31,pre,odor,True,1.5139257907867432,5.7388434410095215,-2.453542470932007
s1,soma,,11,11,21,pre,odor,True,6.293685436248779,11.071574211120605,-1.5666157007217407
s1,soma,,12,12,2,pre,odor,True,0.530434787273407,4.153980731964111,-2.5721688270568848
s1,soma,,13,13,39,pre,odor,True,-0.8148545026779175,2.0469088554382324,-3.380735397338867
s1,soma,,14,14,1,pre,odor,True,2.163677930831909,6.075859069824219,-2.94006609916687
s1,soma,,15,15,12,pre,odor,True,-1.8894034624099731,3.9463651180267334,-5.169913291931152
s1,soma,,16,16,22,pre,odor,True,0.464688241481781,4.0212578773498535,-1.8346902132034302
s1,soma,,17,17,10,pre,odor,True,1.9080519676208496,9.20836353302002,-3.56868839263916
s1,soma,,18,18,17,pre,odor,True,-1.161274790763855,2.72666597366333,-5.002907752990723
s1,soma,,19,19,31,pre,odor,True,-0.9649124145507812,1.1023225784301758,-4.027198314666748
s1,soma,,20,20,30,pre,odor,True,0.069186270236969,2.0636563301086426,-2.220855712890625
s1,soma,,21,21,12,pre,odor,True,1.1144111156463623,4.390331745147705,-0.9099246859550476
s1,soma,,22,22,22,pre,odor,True,-0.04321501404047012,1.617800235748291,-2.0174782276153564
s1,soma,,23,23,4,pre,odor,True,1.6928369998931885,3.816455364227295,-1.4567220211029053
s1,soma,,24,24,0,pre,odor,True,2.7074170112609863,7.953338146209717,-2.331192970275879
s1,soma,,25,25,3,pre,odor,True,2.012147903442383,4.397585868835449,-1.6622735261917114
s1,soma,,26,26,40,pre,odor,True,-0.4808175265789032,5.8018903732299805,-5.382757186889648
s1,soma,,27,27,10,pre,odor,True,2.8169939517974854,4.4336090087890625,-1.8344069719314575
s1,soma,,28,28,21,pre,odor,True,3.746865749359131,6.302966594696045,-0.5936771631240845
s1,soma,,29,29,18,pre,odor,True,-1.7819256782531738,1.8865009546279907,-4.352991104125977
s1,soma,,30,30,18,pre,odor,True,-2.336632013320923,-0.7659398913383484,-4.149931907653809
s1,soma,,31,31,0,pre,odor,True,2.7702131271362305,5.9447808265686035,-1.0416802167892456
s1,soma,,32,32,12,post,odor,True,2.6607165336608887,6.293224811553955,-1.7290488481521606
s1,soma,,33,33,18,post,odor,True,1.5785433053970337,4.740251541137695,-1.24431312084198
s1,soma,,34,34,40,post,odor,True,0.742256224155426,3.706740140914917,-1.4398223161697388
s1,soma,,35,35,32,post,odor,True,0.6325744390487671,2.332261323928833,-1.8229713439941406
s1,soma,,36,36,31,post,odor,True,0.6608802080154419,2.4827651977539062,-1.7683736085891724
s1,soma,,37,37,0,post,odor,True,1.1059926748275757,2.889296054840088,-1.0435609817504883
s1,soma,,38,38,4,post,odor,True,2.66656494140625,5.630195617675781,-2.2688539028167725
s1,soma,,39,39,2,post,odor,True,2.167459726333618,5.522953987121582,-2.0019948482513428
s1,soma,,40,40,3,post,odor,True,2.523749828338623,4.953261852264404,-0.5528560876846313
s1,soma,,41,41,21,post,odor,True,2.9848759174346924,8.057613372802734,-3.2047548294067383
s1,soma,,42,42,31,post,odor,True,1.4363994598388672,3.53536057472229,-1.0373241901397705
s1,soma,,43,43,2,post,odor,True,1.8147118091583252,5.047212600708008,-2.4566121101379395
s1,soma,,44,44,32,post,odor,True,1.583979606628418,4.058544635772705,-1.6833082437515259
s1,soma,,45,45,40,post,odor,True,0.7483066320419312,5.106754302978516,-1.720865249633789
s1,soma,,46,46,1,post,odor,True,0.49796000123023987,3.7508533000946045,-2.075246810913086
s1,soma,,47,47,0,post,odor,True,0.4667631685733795,2.9017364978790283,-1.6287294626235962
s1,soma,,48,48,22,post,odor,True,1.4407520294189453,3.3909268379211426,-1.130721092224121
s1,soma,,49,49,10,post,odor,True,0.32727521657943726,2.735368251800537,-1.3717483282089233
s1,soma,,50,50,1,post,odor,True,0.14021912217140198,2.866471529006958,-1.7058838605880737
s1,soma,,51,51,30,post,odor,True,1.8156675100326538,4.137786388397217,-2.8590760231018066
s1,soma,,52,52,12,post,odor,True,2.218642234802246,6.730370998382568,-1.7352309226989746
s1,soma,,53,53,3,post,odor,True,1.7217336893081665,4.248054027557373,-1.2117077112197876
s1,soma,,54,54,21,post,odor,True,5.021938800811768,12.924753189086914,-3.2407872676849365
s1,soma,,55,55,22,post,odor,True,1.2706910371780396,3.8818774223327637,-2.7252092361450195
s1,soma,,56,56,18,post,odor,True,1.3106220960617065,4.183084487915039,-3.2199699878692627
s1,soma,,57,57,30,post,odor,True,2.537254810333252,5.98396110534668,-0.7793809771537781
s1,soma,,58,58,17,post,odor,True,0.3568524718284607,3.531224250793457,-2.247746706008911
s1,soma,,59,59,39,post,odor,True,0.08583444356918335,2.0213708877563477,-2.482591152191162
s1,soma,,60,60,39,post,odor,True,0.9649214148521423,4.148855209350586,-1.5648622512817383
s1,soma,,61,61,17,post,odor,True,0.42291849851608276,2.2780935764312744,-1.899837851524353
s1,soma,,62,62,4,post,odor,True,1.1824616193771362,4.542048931121826,-2.839695692062378
s4,soma,,0,0,39,pre,odor,True,-0.2167046219110489,1.3927861452102661,-1.8558428287506104
s4,soma,,1,1,17,pre,odor,True,-0.742122232913971,1.8387528657913208,-2.610339403152466
s4,soma,,2,2,32,pre,odor,True,1.311841607093811,2.930758476257324,-0.6447482705116272
s4,soma,,3,3,32,pre,odor,True,1.4697519540786743,3.7077460289001465,-2.0370993614196777
s4,soma,,4,4,30,pre,odor,True,1.0147706270217896,2.5348942279815674,-1.2014251947402954
s4,soma,,5,5,40,pre,odor,True,0.6523301005363464,2.275355815887451,-1.6236791610717773
s4,soma,,6,6,3,pre,odor,True,0.5557442903518677,2.0601983070373535,-2.01753568649292
s4,soma,,7,7,2,pre,odor,True,1.5440088510513306,3.6148550510406494,-0.862644612789154
s4,soma,,8,8,1,pre,odor,True,1.2003425359725952,3.522228956222534,-1.7045204639434814
s4,soma,,9,9,4,pre,odor,True,2.194044589996338,4.854069232940674,-0.4109373986721039
s4,soma,,10,10,31,pre,odor,True,0.5213944911956787,3.2612807750701904,-2.3831427097320557
s4,soma,,11,11,21,pre,odor,True,-0.28601139783859253,1.0372724533081055,-3.0880355834960938
s4,soma,,12,12,2,pre,odor,True,0.5127896666526794,1.6235398054122925,-0.7733045816421509
s4,soma,,13,13,39,pre,odor,True,0.060152631253004074,2.02781343460083,-1.457484245300293
s4,soma,,14,14,1,pre,odor,True,0.6636603474617004,2.0194091796875,-0.5126034617424011
s4,soma,,15,15,12,pre,odor,True,2.043487310409546,6.044250011444092,-3.2247674465179443
s4,soma,,16,16,22,pre,odor,True,1.5519801378250122,6.072710990905762,-3.1944360733032227
s4,soma,,17,17,10,pre,odor,True,3.33878493309021,6.67257833480835,-1.4826985597610474
s4,soma,,18,18,17,pre,odor,True,-1.6645156145095825,1.8565645217895508,-6.7844462394714355
s4,soma,,19,19,31,pre,odor,True,-0.24148596823215485,2.5364902019500732,-2.52201771736145
s4,soma,,20,20,30,pre,odor,True,-0.8554359674453735,1.1779638528823853,-3.0397305488586426
s4,soma,,21,21,12,pre,odor,True,-0.5755575299263,1.9687695503234863,-3.1972687244415283
s4,soma,,22,22,22,pre,odor,True,-0.06797529757022858,2.0275135040283203,-2.4162702560424805
s4,soma,,23,23,4,pre,odor,True,-0.807232141494751,1.210304856300354,-2.308673858642578
s4,soma,,24,24,0,pre,odor,True,-0.7169741988182068,1.009999394416809,-3.0934383869171143
s4,soma,,25,25,3,pre,odor,True,0.842412531375885,4.157973289489746,-2.237191677093506
s4,soma,,26,26,40,pre,odor,True,-0.8518064618110657,4.009101390838623,-6.8726325035095215
s4,soma,,27,27,10,pre,odor,True,1.3719978332519531,3.398625612258911,-0.7253044247627258
s4,soma,,28,28,21,pre,odor,True,-0.770296037197113,2.8806936740875244,-4.326803207397461
s4,soma,,29,29,18,pre,odor,True,0.5113646388053894,2.5783348083496094,-1.3354777097702026
s4,soma,,30,30,18,pre,odor,True,-1.0716819763183594,-0.07430106401443481,-2.255279302597046
s4,soma,,31,31,0,pre,odor,True,-0.32476094365119934,1.2608373165130615,-1.4881175756454468
s4,soma,,32,32,12,post,odor,True,1.3743797540664673,4.31688928604126,-1.3814022541046143
s4,soma,,33,33,18,post,odor,True,1.5550158023834229,6.1367974281311035,-0.9371311068534851
s4,soma,,34,34,40,post,odor,True,0.22319678962230682,2.5882132053375244,-1.653127670288086
s4,soma,,35,35,32,post,odor,True,-0.10332255810499191,2.6266109943389893,-2.328296422958374
s4,soma,,36,36,31,post,odor,True,0.014845646917819977,1.8342667818069458,-2.852499008178711
s4,soma,,37,37,0,post,odor,True,1.6147639751434326,4.149327754974365,-0.6372005939483643
s4,soma,,38,38,4,post,odor,True,0.1351761817932129,2.4650285243988037,-1.370681643486023
s4,soma,,39,39,2,post,odor,True,0.3364582061767578,5.249187469482422,-1.6516209840774536
s4,soma,,40,40,3,post,odor,True,0.5998015403747559,2.2810206413269043,-0.7427797317504883
s4,soma,,41,41,21,post,odor,True,-0.22030435502529144,1.6164993047714233,-2.714185953140259
s4,soma,,42,42,31,post,odor,True,0.20573505759239197,3.4533417224884033,-2.623809814453125
s4,soma,,43,43,2,post,odor,True,-0.153679758310318,1.2921150922775269,-2.0252933502197266
s4,soma,,44,44,32,post,odor,True,-0.22832050919532776,2.5963869094848633,-2.6362624168395996
s4,soma,,45,45,40,post,odor,True,-0.9149051904678345,2.050307273864746,-3.8857908248901367
