unit_id,unit_type,group_id,trial_id,trial_index,odor_id,block,epoch,available,response_mean_z,response_peak_positive_z,response_peak_negative_z
s1,soma,,0,0,39,pre,odor,True,1.6949633359909058,4.526876449584961,-1.4270886182785034
s1,soma,,1,1,17,pre,odor,True,-3.7283642292022705,0.604887843132019,-8.085897445678711
s1,soma,,2,2,32,pre,odor,True,5.564016819000244,9.479484558105469,-0.030220434069633484
s1,soma,,3,3,32,pre,odor,True,8.450203895568848,12.60145092010498,-2.5770411491394043
s1,soma,,4,4,30,pre,odor,True,5.078316688537598,11.09653377532959,-2.844761848449707
s1,soma,,5,5,40,pre,odor,True,2.251124143600464,6.13104772567749,-1.1050865650177002
s1,soma,,6,6,3,pre,odor,True,3.7903940677642822,7.098670482635498,0.027209937572479248
s1,soma,,7,7,2,pre,odor,True,3.1883180141448975,6.225121021270752,-0.7391710877418518
s1,soma,,8,8,1,pre,odor,True,2.156395196914673,4.387908935546875,-1.8706997632980347
s1,soma,,9,9,4,pre,odor,True,1.4034805297851562,4.725933074951172,-2.5223124027252197
s1,soma,,10,10,31,pre,odor,True,1.8220436573028564,6.868593692779541,-2.9154882431030273
s1,soma,,11,11,21,pre,odor,True,5.391153812408447,9.474273681640625,-1.3292863368988037
s1,soma,,12,12,2,pre,odor,True,0.337308794260025,2.6490821838378906,-1.6422511339187622
s1,soma,,13,13,39,pre,odor,True,-0.9489514231681824,2.407174587249756,-3.957226037979126
s1,soma,,14,14,1,pre,odor,True,2.1672351360321045,6.088698863983154,-2.9483425617218018
s1,soma,,15,15,12,pre,odor,True,-1.8449784517288208,3.894862651824951,-5.069272994995117
s1,soma,,16,16,22,pre,odor,True,0.6077026128768921,5.2883524894714355,-2.4189870357513428
s1,soma,,17,17,10,pre,odor,True,1.5789868831634521,7.585153579711914,-2.927699089050293
s1,soma,,18,18,17,pre,odor,True,-1.02714204788208,2.4883856773376465,-4.5033063888549805
s1,soma,,19,19,31,pre,odor,True,-0.8423322439193726,0.9715768694877625,-3.5283453464508057
s1,soma,,20,20,30,pre,odor,True,0.057393189519643784,1.6601639986038208,-1.7826679944992065
s1,soma,,21,21,12,pre,odor,True,0.8535519242286682,3.370715618133545,-0.7016047239303589
s1,soma,,22,22,22,pre,odor,True,-0.03446841612458229,1.3094685077667236,-1.6317692995071411
s1,soma,,23,23,4,pre,odor,True,1.6612728834152222,3.7333927154541016,-1.4114818572998047
s1,soma,,24,24,0,pre,odor,True,2.6716341972351074,7.833580017089844,-2.2850372791290283
s1,soma,,25,25,3,pre,odor,True,2.2150309085845947,4.8365397453308105,-1.8232375383377075
s1,soma,,26,26,40,pre,odor,True,-0.40841224789619446,5.072905540466309,-4.6835479736328125
s1,soma,,27,27,10,pre,odor,True,2.516324758529663,3.9604642391204834,-1.6388957500457764
s1,soma,,28,28,21,pre,odor,True,3.9106032848358154,6.575158596038818,-0.6140953898429871
s1,soma,,29,29,18,pre,odor,True,-1.3064342737197876,1.4198062419891357,-3.220695972442627
s1,soma,,30,30,18,pre,odor,True,-2.1410000324249268,-0.6909511685371399,-3.8139734268188477
s1,soma,,31,31,0,pre,odor,True,2.449310779571533,5.263174533843994,-0.9294847249984741
s1,soma,,32,32,12,post,odor,True,2.7805182933807373,6.563422203063965,-1.791575312614441
s1,soma,,33,33,18,post,odor,True,1.7897988557815552,5.347786903381348,-1.388781189918518
s1,soma,,34,34,40,post,odor,True,0.7413811087608337,3.700378179550171,-1.436666488647461
s1,soma,,35,35,32,post,odor,True,0.6364763975143433,2.352503776550293,-1.8426040410995483
s1,soma,,36,36,31,post,odor,True,0.6663349270820618,2.508122682571411,-1.789840579032898
s1,soma,,37,37,0,post,odor,True,0.9996829628944397,2.6089556217193604,-0.94031822681427
s1,soma,,38,38,4,post,odor,True,2.564664363861084,5.407981872558594,-2.170696258544922
s1,soma,,39,39,2,post,odor,True,1.8112741708755493,4.608458042144775,-1.6649737358093262
s1,soma,,40,40,3,post,odor,True,2.939675807952881,5.7659711837768555,-0.6393645405769348
s1,soma,,41,41,21,post,odor,True,3.770198106765747,10.148588180541992,-4.015786647796631
s1,soma,,42,42,31,post,odor,True,1.198959231376648,2.9542112350463867,-0.8688934445381165
s1,soma,,43,43,2,post,odor,True,1.4544562101364136,4.046619892120361,-1.9706776142120361
s1,soma,,44,44,32,post,odor,True,1.3163200616836548,3.373326301574707,-1.3995411396026611
s1,soma,,45,45,40,post,odor,True,0.5348266959190369,3.65338397026062,-1.2319303750991821
s1,soma,,46,46,1,post,odor,True,0.3256071209907532,2.447540521621704,-1.3532600402832031
s1,soma,,47,47,0,post,odor,True,0.39481547474861145,2.4486172199249268,-1.3726872205734253
s1,soma,,48,48,22,post,odor,True,1.2863105535507202,3.020172595977783,-1.0001881122589111
s1,soma,,49,49,10,post,odor,True,0.30277207493782043,2.5199506282806396,-1.2609965801239014
s1,soma,,50,50,1,post,odor,True,0.12288394570350647,2.5133776664733887,-1.4958888292312622
s1,soma,,51,51,30,post,odor,True,1.8543957471847534,4.2215046882629395,-2.911349296569824
s1,soma,,52,52,12,post,odor,True,2.4458446502685547,7.416699409484863,-1.9107056856155396
s1,soma,,53,53,3,post,odor,True,1.9497761726379395,4.811534881591797,-1.3734102249145508
s1,soma,,54,54,21,post,odor,True,5.097199440002441,13.09874439239502,-3.2717978954315186
s1,soma,,55,55,22,post,odor,True,1.2265104055404663,3.7396750450134277,-2.6186907291412354
s1,soma,,56,56,18,post,odor,True,1.5605342388153076,4.9538702964782715,-3.7927188873291016
s1,soma,,57,57,30,post,odor,True,2.866323947906494,6.7603864669799805,-0.8808220028877258
s1,soma,,58,58,17,post,odor,True,0.4334026873111725,4.213538646697998,-2.6686816215515137
s1,soma,,59,59,39,post,odor,True,0.08177873492240906,1.970374345779419,-2.424717664718628
s1,soma,,60,60,39,post,odor,True,0.9996742606163025,4.293275833129883,-1.6176316738128662
s1,soma,,61,61,17,post,odor,True,0.5914124846458435,3.093599557876587,-2.541379928588867
s1,soma,,62,62,4,post,odor,True,1.0440354347229004,4.016935348510742,-2.515090227127075
s23,soma,,0,0,39,pre,odor,True,1.0173176527023315,2.8677310943603516,-1.977388858795166
s23,soma,,1,1,17,pre,odor,True,0.669851541519165,4.657845497131348,-1.6769644021987915
s23,soma,,2,2,32,pre,odor,True,2.5108933448791504,5.229755401611328,-0.022651363164186478
s23,soma,,3,3,32,pre,odor,True,1.0247353315353394,3.3350038528442383,-0.9611724019050598
s23,soma,,4,4,30,pre,odor,True,0.908926248550415,2.8475501537323,-1.552058458328247
s23,soma,,5,5,40,pre,odor,True,0.5493162870407104,2.7246780395507812,-2.232581853866577
s23,soma,,6,6,3,pre,odor,True,3.112194538116455,5.68781042098999,-0.8576878905296326
s23,soma,,7,7,2,pre,odor,True,1.5701282024383545,3.7642452716827393,-2.011702537536621
s23,soma,,8,8,1,pre,odor,True,0.7040227651596069,2.8050055503845215,-1.271647334098816
s23,soma,,9,9,4,pre,odor,True,3.1673877239227295,6.013322353363037,-1.4011874198913574
s23,soma,,10,10,31,pre,odor,True,1.6859509944915771,4.4208149909973145,-1.218195915222168
s23,soma,,11,11,21,pre,odor,True,0.7162683010101318,3.4390299320220947,-2.53344988822937
s23,soma,,12,12,2,pre,odor,True,0.1298525482416153,1.7549299001693726,-1.3546119928359985
s23,soma,,13,13,39,pre,odor,True,-0.7463536858558655,1.4311726093292236,-2.943178653717041
s23,soma,,14,14,1,pre,odor,True,0.7723454236984253,2.246674060821533,-0.6080661416053772
s23,soma,,15,15,12,pre,odor,True,1.9833537340164185,8.421854019165039,-2.0415849685668945
s23,soma,,16,16,22,pre,odor,True,1.822390079498291,4.610286235809326,-1.3663538694381714
s23,soma,,17,17,10,pre,odor,True,4.303874969482422,8.679920196533203,-2.3296103477478027
