unit_id,unit_type,group_id,odor_id,block,epoch,n_trials,mean_response_z,median_response_z,response_q25,response_q75,response_ci95_low,response_ci95_high
s1,soma,,39,pre,odor,2.0,0.3730059564113617,0.3730059564113617,-0.28797273337841034,1.0339846462011337,-16.42405516102333,17.170067073846052
s1,soma,,17,pre,odor,2.0,-2.3777531385421753,-2.3777531385421753,-3.053058683872223,-1.7024475932121277,-19.538894175417543,14.783387898333192
s1,soma,,32,pre,odor,2.0,7.007110357284546,7.007110357284546,6.285563588142395,7.728657126426697,-11.329131593606547,25.34335230817564
s1,soma,,30,pre,odor,2.0,2.5678549390286207,2.5678549390286207,1.3126240642741323,3.823085813783109,-29.330586032567744,34.466295910624986
s1,soma,,40,pre,odor,2.0,0.9213559478521347,0.9213559478521347,0.2564718499779701,1.5862400457262993,-15.974950998979764,17.817662894684034
s1,soma,,3,pre,odor,2.0,3.0027124881744385,3.0027124881744385,2.6088716983795166,3.3965532779693604,-7.005730929007598,13.011155905356475
s1,soma,,2,pre,odor,2.0,1.7628134042024612,1.7628134042024612,1.0500610992312431,2.4755657091736794,-16.34994002208698,19.875566830491902
s1,soma,,1,pre,odor,2.0,2.1618151664733887,2.1618151664733887,2.1591051816940308,2.1645251512527466,2.092947923596511,2.2306824093502664
s1,soma,,4,pre,odor,2.0,1.5323767066001892,1.5323767066001892,1.4679286181926727,1.5968247950077057,-0.10540450572179338,3.170157918922172
s1,soma,,31,pre,odor,2.0,0.48985570669174194,0.48985570669174194,-0.1762382686138153,1.1559496819972992,-16.437197140838062,17.416908554221546
s1,soma,,21,pre,odor,2.0,4.650878548622131,4.650878548622131,4.280740916728973,5.021016180515289,-4.755210514172527,14.05696761141679
s1,soma,,12,pre,odor,2.0,-0.4957132637500763,-0.4957132637500763,-1.1703458577394485,0.17891933023929596,-17.639752985601238,16.648326458101085
s1,soma,,22,pre,odor,2.0,0.2866170983761549,0.2866170983761549,0.1260743411257863,0.4471598556265235,-3.7931611866901997,4.3663953834425095
s1,soma,,10,pre,odor,2.0,2.0476558208465576,2.0476558208465576,1.8133213520050049,2.2819902896881104,-3.9073476548404793,8.002659296533594
s1,soma,,0,pre,odor,2.0,2.5604724884033203,2.5604724884033203,2.5048916339874268,2.616053342819214,1.1480290571635947,3.9729159196430457
s1,soma,,18,pre,odor,2.0,-1.7237171530723572,-1.7237171530723572,-1.932358592748642,-1.5150757133960724,-7.0257988510265905,3.578364544881876
s1,soma,,12,post,odor,2.0,2.613181471824646,2.613181471824646,2.5295130610466003,2.6968498826026917,0.4869655572322191,4.739397386417073
s1,soma,,18,post,odor,2.0,1.6751665472984314,1.6751665472984314,1.6178503930568695,1.7324827015399933,0.2186249663315254,3.1317081282653376
s1,soma,,40,post,odor,2.0,0.6381039023399353,0.6381039023399353,0.5864652991294861,0.6897425055503845,-0.6741574270241757,1.9503652317040463
s1,soma,,32,post,odor,2.0,0.976398229598999,0.976398229598999,0.8064373135566711,1.146359145641327,-3.342718163164232,5.29551462236223
s1,soma,,31,post,odor,2.0,0.9326470792293549,0.9326470792293549,0.7994910031557083,1.0658031553030014,-2.451169649685456,4.3164638081441655
s1,soma,,0,post,odor,2.0,0.6972492188215256,0.6972492188215256,0.5460323467850685,0.8484660908579826,-3.1455358524967814,4.5400342901398325
s1,soma,,4,post,odor,2.0,1.8043498992919922,1.8043498992919922,1.4241926670074463,2.184507131576538,-7.856361351397927,11.465061149981912
s1,soma,,2,post,odor,2.0,1.6328651905059814,1.6328651905059814,1.5436607003211975,1.7220696806907654,-0.63403584084192,3.899766221853883
s1,soma,,3,post,odor,2.0,2.44472599029541,2.44472599029541,2.197251081466675,2.6922008991241455,-3.844207726992745,8.733659707583566
s1,soma,,21,post,odor,2.0,4.433698773384094,4.433698773384094,4.101948440074921,4.765449106693268,-3.9968765392570145,12.864274086025203
s1,soma,,1,post,odor,2.0,0.22424553334712982,0.22424553334712982,0.17356473952531815,0.2749263271689415,-1.0636755516364635,1.5121666183307232
s1,soma,,22,post,odor,2.0,1.2564104795455933,1.2564104795455933,1.2414604425430298,1.2713605165481567,0.8764940176096754,1.6363269414815111
s1,soma,,10,post,odor,1.0,0.30277207493782043,0.30277207493782043,0.30277207493782043,0.30277207493782043,,
s1,soma,,30,post,odor,2.0,2.360359847545624,2.360359847545624,2.1073777973651886,2.613341897726059,-4.068523600794034,8.789243295885282
s1,soma,,17,post,odor,2.0,0.512407585978508,0.512407585978508,0.47290513664484024,0.5519100353121758,-0.49144483164939223,1.5162600036064082
s1,soma,,39,post,odor,2.0,0.5407264977693558,0.5407264977693558,0.3112526163458824,0.7702003791928291,-5.290757740173298,6.3722107357120095
s23,soma,,39,pre,odor,2.0,0.13548198342323303,0.13548198342323303,-0.3054358512163162,0.5763998180627823,-11.069302574098629,11.340266540945095
s23,soma,,17,pre,odor,2.0,0.03632998466491699,0.03632998466491699,-0.28043079376220703,0.353090763092041,-8.013324621505296,8.08598459083513
s23,soma,,32,pre,odor,2.0,1.7678143382072449,1.7678143382072449,1.3962748348712921,2.1393538415431976,-7.673899655719309,11.209528332133798
s23,soma,,30,pre,odor,2.0,0.6927578747272491,0.6927578747272491,0.5846736878156662,0.8008420616388321,-2.053921740555843,3.4394374900103415
s23,soma,,40,pre,odor,2.0,-0.05129516124725342,-0.05129516124725342,-0.35160088539123535,0.24901056289672852,-7.682787190084523,7.580196867590016
s23,soma,,3,pre,odor,2.0,2.1369422674179077,2.1369422674179077,1.649316132068634,2.6245684027671814,-10.2548127534971,14.528697288332916
s23,soma,,2,pre,odor,2.0,0.8499903753399849,0.8499903753399849,0.4899214617908001,1.2100592888891697,-8.30022829403587,10.00020904471584
s23,soma,,1,pre,odor,2.0,0.7381840944290161,0.7381840944290161,0.7211034297943115,0.7552647590637207,0.30412325067202606,1.1722449381860063
s23,soma,,4,pre,odor,2.0,2.195832371711731,2.195832371711731,1.7100546956062317,2.6816100478172302,-10.14894884600753,14.540613589430992
s23,soma,,31,pre,odor,2.0,1.5355002880096436,1.5355002880096436,1.4602749347686768,1.6107256412506104,-0.3761571912519299,3.447157767271217
s23,soma,,21,pre,odor,2.0,0.8612832427024841,0.8612832427024841,0.788775771856308,0.9337907135486603,-0.9813062962449797,2.703872781649948
s23,soma,,12,pre,odor,2.0,1.5444822311401367,1.5444822311401367,1.3250464797019958,1.7639179825782776,-4.03190893727858,7.120873399558853
s23,soma,,22,pre,odor,2.0,2.2021013498306274,2.2021013498306274,2.0122457146644592,2.3919569849967957,-2.6225877916450147,7.0267904913062695
s23,soma,,10,pre,odor,2.0,2.951896905899048,2.951896905899048,2.275907874107361,3.627885937690735,-14.22661316880831,20.130406980606406
