unit_id,unit_type,group_id,trial_id,trial_index,odor_id,block,epoch,available,response_mean_z,response_peak_positive_z,response_peak_negative_z
p237,process,,0,0,39,pre,odor,True,-0.24377542734146118,4.736570835113525,-4.259378910064697
p237,process,,1,1,17,pre,odor,True,-1.1574934720993042,3.1832354068756104,-4.210823059082031
p237,process,,2,2,32,pre,odor,True,5.034645080566406,9.98655891418457,-1.0079004764556885
p237,process,,3,3,32,pre,odor,True,3.175050735473633,10.430403709411621,-1.7271113395690918
p237,process,,4,4,30,pre,odor,True,0.7500290870666504,6.281393051147461,-2.072680711746216
p237,process,,5,5,40,pre,odor,True,2.2256383895874023,10.369335174560547,-2.2188236713409424
p237,process,,6,6,3,pre,odor,True,2.227760076522827,9.232667922973633,-1.9824620485305786
p237,process,,7,7,2,pre,odor,True,2.956310987472534,7.504365921020508,-2.132429838180542
p237,process,,8,8,1,pre,odor,True,0.4504803419113159,4.035730838775635,-3.573105573654175
p237,process,,9,9,4,pre,odor,True,2.6099793910980225,8.629185676574707,-0.6086959838867188
p237,process,,10,10,31,pre,odor,True,1.180598258972168,4.6859917640686035,-1.1682212352752686
p237,process,,11,11,21,pre,odor,True,0.3371061682701111,5.0397491455078125,-1.8729270696640015
p237,process,,12,12,2,pre,odor,True,1.3488997220993042,5.429060459136963,-1.353148341178894
p237,process,,13,13,39,pre,odor,True,0.7982562184333801,4.757113933563232,-1.8151708841323853
p237,process,,14,14,1,pre,odor,True,0.16408823430538177,4.598226070404053,-2.7781612873077393
p237,process,,15,15,12,pre,odor,True,0.9328581690788269,7.144792079925537,-1.3564974069595337
p237,process,,16,16,22,pre,odor,True,0.9406923055648804,4.5174360275268555,-1.337128758430481
p237,process,,17,17,10,pre,odor,True,1.6179959774017334,5.677200794219971,-1.1828267574310303
p237,process,,18,18,17,pre,odor,True,0.26956743001937866,2.7215218544006348,-1.3997879028320312
p237,process,,19,19,31,pre,odor,True,0.2534259557723999,2.191713809967041,-0.9673202633857727
p237,process,,20,20,30,pre,odor,True,0.23970231413841248,2.52470064163208,-0.8645538687705994
p237,process,,21,21,12,pre,odor,True,0.03619351610541344,1.8541812896728516,-0.9367223381996155
p237,process,,22,22,22,pre,odor,True,0.04917502775788307,1.2305737733840942,-1.1115339994430542
p237,process,,23,23,4,pre,odor,True,0.04282981529831886,1.3268861770629883,-1.0650216341018677
p237,process,,24,24,0,pre,odor,True,0.04165774583816528,2.376622438430786,-1.4379016160964966
p237,process,,25,25,3,pre,odor,True,0.20477476716041565,2.8228204250335693,-1.5002350807189941
p237,process,,26,26,40,pre,odor,True,-0.16739465296268463,1.1501102447509766,-1.2050727605819702
p237,process,,27,27,10,pre,odor,True,0.22774335741996765,2.375884771347046,-1.2283642292022705
p237,process,,28,28,21,pre,odor,True,0.01732492633163929,2.1272614002227783,-1.1830185651779175
p237,process,,29,29,18,pre,odor,True,0.04854660481214523,1.3591387271881104,-0.9533758163452148
p237,process,,30,30,18,pre,odor,True,-0.18798065185546875,0.7023371458053589,-1.0757673978805542
p237,process,,31,31,0,pre,odor,True,0.03609101474285126,1.5394082069396973,-1.114268183708191
p237,process,,32,32,12,post,odor,True,-0.07799538224935532,2.2559523582458496,-1.335755467414856
p237,process,,33,33,18,post,odor,True,-0.0506284274160862,2.7846646308898926,-1.6874638795852661
p237,process,,34,34,40,post,odor,True,0.30466994643211365,2.4366259574890137,-1.2026276588439941
p237,process,,35,35,32,post,odor,True,-0.1668606698513031,3.1688461303710938,-1.4008827209472656
p237,process,,36,36,31,post,odor,True,-0.10044178366661072,1.479506492614746,-1.2764548063278198
p237,process,,37,37,0,post,odor,True,0.01871297135949135,3.227617025375366,-1.4768210649490356
p237,process,,38,38,4,post,odor,True,-0.38931387662887573,1.8125956058502197,-1.8401589393615723
p237,process,,39,39,2,post,odor,True,-0.09626344591379166,3.4319567680358887,-1.4084751605987549
p237,process,,40,40,3,post,odor,True,-0.22336018085479736,1.9075967073440552,-1.6049009561538696
p237,process,,41,41,21,post,odor,True,0.07294076681137085,2.8318350315093994,-1.6012743711471558
p237,process,,42,42,31,post,odor,True,-0.43967342376708984,1.6497529745101929,-1.9012165069580078
p237,process,,43,43,2,post,odor,True,-0.09313489496707916,2.178377151489258,-1.6746312379837036
p237,process,,44,44,32,post,odor,True,-0.2154388427734375,2.62088942527771,-1.6815840005874634
p237,process,,45,45,40,post,odor,True,-0.4274350702762604,1.365443468093872,-1.5342042446136475
p237,process,,46,46,1,post,odor,True,0.3483709394931793,2.7825117111206055,-1.249460220336914
p237,process,,47,47,0,post,odor,True,0.21427522599697113,3.09618878364563,-1.2798285484313965
p237,process,,48,48,22,post,odor,True,0.14681851863861084,2.4850850105285645,-1.3714972734451294
p237,process,,49,49,10,post,odor,True,-0.30081242322921753,2.439291477203369,-1.6049576997756958
p237,process,,50,50,1,post,odor,True,-0.07882970571517944,3.115267038345337,-1.3967866897583008
p237,process,,51,51,30,post,odor,True,-0.05840645357966423,3.0392303466796875,-1.7099900245666504
p237,process,,52,52,12,post,odor,True,0.22065192461013794,3.2951369285583496,-1.2706096172332764
p237,process,,53,53,3,post,odor,True,0.2106115072965622,2.8025383949279785,-1.486177921295166
p237,process,,54,54,21,post,odor,True,-0.03714710846543312,1.8603401184082031,-1.448596715927124
p237,process,,55,55,22,post,odor,True,0.14071254432201385,2.8540079593658447,-1.562270164489746
p237,process,,56,56,18,post,odor,True,-0.017712242901325226,3.872870445251465,-1.5198423862457275
p237,process,,57,57,30,post,odor,True,0.011149757541716099,4.035037517547607,-2.0137734413146973
p237,process,,58,58,17,post,odor,True,-0.12262748181819916,3.831739664077759,-1.4491374492645264
p237,process,,59,59,39,post,odor,True,-0.281506210565567,3.8788771629333496,-2.6090803146362305
p237,process,,60,60,39,post,odor,True,0.5064350366592407,4.643884658813477,-1.6884746551513672
p237,process,,61,61,17,post,odor,True,0.23342110216617584,3.9400570392608643,-1.691918969154358
p237,process,,62,62,4,post,odor,True,0.14619335532188416,5.457530975341797,-1.9604263305664062
p256,process,,0,0,39,pre,odor,True,-0.6065599918365479,1.2584586143493652,-2.282823085784912
p256,process,,1,1,17,pre,odor,True,-0.9684527516365051,1.4817405939102173,-2.88091778755188
p256,process,,2,2,32,pre,odor,True,2.204718589782715,5.063045024871826,-0.8704505562782288
p256,process,,3,3,32,pre,odor,True,2.7158501148223877,5.601841926574707,-1.5164339542388916
p256,process,,4,4,30,pre,odor,True,0.6438081860542297,3.486943006515503,-0.850695013999939
p256,process,,5,5,40,pre,odor,True,-0.20952767133712769,1.600696325302124,-1.6964051723480225
p256,process,,6,6,3,pre,odor,True,0.6031343340873718,2.7539565563201904,-1.303755521774292
p256,process,,7,7,2,pre,odor,True,0.781424343585968,4.265890598297119,-1.643938422203064
p256,process,,8,8,1,pre,odor,True,0.41243892908096313,3.010910987854004,-1.7831542491912842
