group_id,mouse,line,depth_class,cohort,compartment,odor_family,arousal_metric,neural_metric,rho,n_trials
222,m496,DAT,na,DAT,units,components 4/10,pupil_odor_z,response_width_z,,4
222,m496,DAT,na,DAT,units,components 4/10,pupil_change_z,q10_z,,4
222,m496,DAT,na,DAT,units,components 4/10,pupil_change_z,q90_z,,4
222,m496,DAT,na,DAT,units,components 4/10,pupil_change_z,response_width_z,,4
222,m496,DAT,na,DAT,units,components 4/10,running_speed,q10_z,,7
222,m496,DAT,na,DAT,units,components 4/10,running_speed,q90_z,,7
222,m496,DAT,na,DAT,units,components 4/10,running_speed,response_width_z,,7
222,m496,DAT,na,DAT,units,mixtures 17/18,pupil_odor_z,q10_z,-0.4523809523809524,8
222,m496,DAT,na,DAT,units,mixtures 17/18,pupil_odor_z,q90_z,0.09523809523809526,8
222,m496,DAT,na,DAT,units,mixtures 17/18,pupil_odor_z,response_width_z,0.5714285714285715,8
222,m496,DAT,na,DAT,units,mixtures 17/18,pupil_change_z,q10_z,-0.38095238095238104,8
222,m496,DAT,na,DAT,units,mixtures 17/18,pupil_change_z,q90_z,0.07142857142857144,8
222,m496,DAT,na,DAT,units,mixtures 17/18,pupil_change_z,response_width_z,0.5476190476190477,8
222,m496,DAT,na,DAT,units,mixtures 17/18,running_speed,q10_z,0.37127902821932357,12
222,m496,DAT,na,DAT,units,mixtures 17/18,running_speed,q90_z,0.5779343363791357,12
222,m496,DAT,na,DAT,units,mixtures 17/18,running_speed,response_width_z,0.18563951410966179,12
222,m496,DAT,na,DAT,units,other,pupil_odor_z,q10_z,0.10157185884884025,45
222,m496,DAT,na,DAT,units,other,pupil_odor_z,q90_z,0.28186521038156714,45
222,m496,DAT,na,DAT,units,other,pupil_odor_z,response_width_z,0.1586548058538628,45
222,m496,DAT,na,DAT,units,other,pupil_change_z,q10_z,-0.03632283638937721,45
222,m496,DAT,na,DAT,units,other,pupil_change_z,q90_z,0.31158389470014847,45
222,m496,DAT,na,DAT,units,other,pupil_change_z,response_width_z,0.45941314729171334,45
222,m496,DAT,na,DAT,units,other,running_speed,q10_z,0.35688080875702005,61
222,m496,DAT,na,DAT,units,other,running_speed,q90_z,0.5806101851918085,61
222,m496,DAT,na,DAT,units,other,running_speed,response_width_z,0.4837005275247326,61
226,m465,TH,superficial,TH superficial,groups,components 4/10,pupil_odor_z,q10_z,,0
226,m465,TH,superficial,TH superficial,groups,components 4/10,pupil_odor_z,q90_z,,0
226,m465,TH,superficial,TH superficial,groups,components 4/10,pupil_odor_z,response_width_z,,0
226,m465,TH,superficial,TH superficial,groups,components 4/10,pupil_change_z,q10_z,,0
226,m465,TH,superficial,TH superficial,groups,components 4/10,pupil_change_z,q90_z,,0
226,m465,TH,superficial,TH superficial,groups,components 4/10,pupil_change_z,response_width_z,,0
226,m465,TH,superficial,TH superficial,groups,components 4/10,running_speed,q10_z,0.04761904761904763,8
226,m465,TH,superficial,TH superficial,groups,components 4/10,running_speed,q90_z,0.9285714285714287,8
226,m465,TH,superficial,TH superficial,groups,components 4/10,running_speed,response_width_z,0.7857142857142858,8
226,m465,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_odor_z,q10_z,,1
226,m465,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_odor_z,q90_z,,1
226,m465,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_odor_z,response_width_z,,1
226,m465,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_change_z,q10_z,,1
226,m465,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_change_z,q90_z,,1
226,m465,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_change_z,response_width_z,,1
226,m465,TH,superficial,TH superficial,groups,mixtures 17/18,running_speed,q10_z,,3
226,m465,TH,superficial,TH superficial,groups,mixtures 17/18,running_speed,q90_z,,3
226,m465,TH,superficial,TH superficial,groups,mixtures 17/18,running_speed,response_width_z,,3
226,m465,TH,superficial,TH superficial,groups,other,pupil_odor_z,q10_z,,1
226,m465,TH,superficial,TH superficial,groups,other,pupil_odor_z,q90_z,,1
226,m465,TH,superficial,TH superficial,groups,other,pupil_odor_z,response_width_z,,1
226,m465,TH,superficial,TH superficial,groups,other,pupil_change_z,q10_z,,1
226,m465,TH,superficial,TH superficial,groups,other,pupil_change_z,q90_z,,1
226,m465,TH,superficial,TH superficial,groups,other,pupil_change_z,response_width_z,,1
226,m465,TH,superficial,TH superficial,groups,other,running_speed,q10_z,-4.8134789923356974e-05,50
226,m465,TH,superficial,TH superficial,groups,other,running_speed,q90_z,0.2591095741574306,50
226,m465,TH,superficial,TH superficial,groups,other,running_speed,response_width_z,0.2399519277679345,50
226,m465,TH,superficial,TH superficial,somas,components 4/10,pupil_odor_z,q10_z,,0
226,m465,TH,superficial,TH superficial,somas,components 4/10,pupil_odor_z,q90_z,,0
226,m465,TH,superficial,TH superficial,somas,components 4/10,pupil_odor_z,response_width_z,,0
226,m465,TH,superficial,TH superficial,somas,components 4/10,pupil_change_z,q10_z,,0
226,m465,TH,superficial,TH superficial,somas,components 4/10,pupil_change_z,q90_z,,0
226,m465,TH,superficial,TH superficial,somas,components 4/10,pupil_change_z,response_width_z,,0
226,m465,TH,superficial,TH superficial,somas,components 4/10,running_speed,q10_z,-0.2142857142857143,8
226,m465,TH,superficial,TH superficial,somas,components 4/10,running_speed,q90_z,0.8333333333333335,8
226,m465,TH,superficial,TH superficial,somas,components 4/10,running_speed,response_width_z,0.7380952380952381,8
226,m465,TH,superficial,TH superficial,somas,mixtures 17/18,pupil_odor_z,q10_z,,1
226,m465,TH,superficial,TH superficial,somas,mixtures 17/18,pupil_odor_z,q90_z,,1
226,m465,TH,superficial,TH superficial,somas,mixtures 17/18,pupil_odor_z,response_width_z,,1
226,m465,TH,superficial,TH superficial,somas,mixtures 17/18,pupil_change_z,q10_z,,1
226,m465,TH,superficial,TH superficial,somas,mixtures 17/18,pupil_change_z,q90_z,,1
226,m465,TH,superficial,TH superficial,somas,mixtures 17/18,pupil_change_z,response_width_z,,1
226,m465,TH,superficial,TH superficial,somas,mixtures 17/18,running_speed,q10_z,,3
226,m465,TH,superficial,TH superficial,somas,mixtures 17/18,running_speed,q90_z,,3
226,m465,TH,superficial,TH superficial,somas,mixtures 17/18,running_speed,response_width_z,,3
226,m465,TH,superficial,TH superficial,somas,other,pupil_odor_z,q10_z,,1
226,m465,TH,superficial,TH superficial,somas,other,pupil_odor_z,q90_z,,1
226,m465,TH,superficial,TH superficial,somas,other,pupil_odor_z,response_width_z,,1
226,m465,TH,superficial,TH superficial,somas,other,pupil_change_z,q10_z,,1
226,m465,TH,superficial,TH superficial,somas,other,pupil_change_z,q90_z,,1
226,m465,TH,superficial,TH superficial,somas,other,pupil_change_z,response_width_z,,1
226,m465,TH,superficial,TH superficial,somas,other,running_speed,q10_z,-0.04794225076366354,50
226,m465,TH,superficial,TH superficial,somas,other,running_speed,q90_z,0.23768959264153675,50
226,m465,TH,superficial,TH superficial,somas,other,running_speed,response_width_z,0.11607704590017533,50
227,m496,DAT,superficial,DAT superficial,groups,components 4/10,pupil_odor_z,q10_z,0.4835164835164835,13
227,m496,DAT,superficial,DAT superficial,groups,components 4/10,pupil_odor_z,q90_z,0.47802197802197804,13
227,m496,DAT,superficial,DAT superficial,groups,components 4/10,pupil_odor_z,response_width_z,0.47802197802197804,13
227,m496,DAT,superficial,DAT superficial,groups,components 4/10,pupil_change_z,q10_z,0.08241758241758242,13
227,m496,DAT,superficial,DAT superficial,groups,components 4/10,pupil_change_z,q90_z,0.1043956043956044,13
227,m496,DAT,superficial,DAT superficial,groups,components 4/10,pupil_change_z,response_width_z,0.6208791208791209,13
227,m496,DAT,superficial,DAT superficial,groups,components 4/10,running_speed,q10_z,0.3328751429678413,13
227,m496,DAT,superficial,DAT superficial,groups,components 4/10,running_speed,q90_z,0.2668503212221538,13
227,m496,DAT,superficial,DAT superficial,groups,components 4/10,running_speed,response_width_z,0.7290240734419665,13
227,m496,DAT,superficial,DAT superficial,groups,mixtures 17/18,pupil_odor_z,q10_z,,7
227,m496,DAT,superficial,DAT superficial,groups,mixtures 17/18,pupil_odor_z,q90_z,,7
227,m496,DAT,superficial,DAT superficial,groups,mixtures 17/18,pupil_odor_z,response_width_z,,7
227,m496,DAT,superficial,DAT superficial,groups,mixtures 17/18,pupil_change_z,q10_z,,7
227,m496,DAT,superficial,DAT superficial,groups,mixtures 17/18,pupil_change_z,q90_z,,7
227,m496,DAT,superficial,DAT superficial,groups,mixtures 17/18,pupil_change_z,response_width_z,,7
227,m496,DAT,superficial,DAT superficial,groups,mixtures 17/18,running_speed,q10_z,,7
227,m496,DAT,superficial,DAT superficial,groups,mixtures 17/18,running_speed,q90_z,,7
227,m496,DAT,superficial,DAT superficial,groups,mixtures 17/18,running_speed,response_width_z,,7
227,m496,DAT,superficial,DAT superficial,groups,other,pupil_odor_z,q10_z,-0.045936471292377414,52
227,m496,DAT,superficial,DAT superficial,groups,other,pupil_odor_z,q90_z,0.4180667778205293,52
227,m496,DAT,superficial,DAT superficial,groups,other,pupil_odor_z,response_width_z,0.5024795861656193,52
227,m496,DAT,superficial,DAT superficial,groups,other,pupil_change_z,q10_z,-0.12583899790517722,52
227,m496,DAT,superficial,DAT superficial,groups,other,pupil_change_z,q90_z,0.4697319481851995,52
227,m496,DAT,superficial,DAT superficial,groups,other,pupil_change_z,response_width_z,0.6585225086571758,52
227,m496,DAT,superficial,DAT superficial,groups,other,running_speed,q10_z,-0.22115953338810093,52
227,m496,DAT,superficial,DAT superficial,groups,other,running_speed,q90_z,0.2855921753843827,52
227,m496,DAT,superficial,DAT superficial,groups,other,running_speed,response_width_z,0.5643580429651075,52
227,m496,DAT,superficial,DAT superficial,somas,components 4/10,pupil_odor_z,q10_z,0.3516483516483516,13
227,m496,DAT,superficial,DAT superficial,somas,components 4/10,pupil_odor_z,q90_z,0.6263736263736264,13
227,m496,DAT,superficial,DAT superficial,somas,components 4/10,pupil_odor_z,response_width_z,0.47802197802197804,13
227,m496,DAT,superficial,DAT superficial,somas,components 4/10,pupil_change_z,q10_z,-0.21428571428571427,13
227,m496,DAT,superficial,DAT superficial,somas,components 4/10,pupil_change_z,q90_z,-0.0879120879120879,13
227,m496,DAT,superficial,DAT superficial,somas,components 4/10,pupil_change_z,response_width_z,0.6208791208791209,13
227,m496,DAT,superficial,DAT superficial,somas,components 4/10,running_speed,q10_z,0.008253102718210942,13
227,m496,DAT,superficial,DAT superficial,somas,components 4/10,running_speed,q90_z,0.23933997882811733,13
227,m496,DAT,superficial,DAT superficial,somas,components 4/10,running_speed,response_width_z,0.7290240734419665,13
227,m496,DAT,superficial,DAT superficial,somas,mixtures 17/18,pupil_odor_z,q10_z,,7
227,m496,DAT,superficial,DAT superficial,somas,mixtures 17/18,pupil_odor_z,q90_z,,7
227,m496,DAT,superficial,DAT superficial,somas,mixtures 17/18,pupil_odor_z,response_width_z,,7
227,m496,DAT,superficial,DAT superficial,somas,mixtures 17/18,pupil_change_z,q10_z,,7
227,m496,DAT,superficial,DAT superficial,somas,mixtures 17/18,pupil_change_z,q90_z,,7
227,m496,DAT,superficial,DAT superficial,somas,mixtures 17/18,pupil_change_z,response_width_z,,7
227,m496,DAT,superficial,DAT superficial,somas,mixtures 17/18,running_speed,q10_z,,7
227,m496,DAT,superficial,DAT superficial,somas,mixtures 17/18,running_speed,q90_z,,7
227,m496,DAT,superficial,DAT superficial,somas,mixtures 17/18,running_speed,response_width_z,,7
227,m496,DAT,superficial,DAT superficial,somas,other,pupil_odor_z,q10_z,0.012462058056517466,52
227,m496,DAT,superficial,DAT superficial,somas,other,pupil_odor_z,q90_z,0.24648369030823825,52
227,m496,DAT,superficial,DAT superficial,somas,other,pupil_odor_z,response_width_z,0.29440810568167247,52
227,m496,DAT,superficial,DAT superficial,somas,other,pupil_change_z,q10_z,-0.0772733102475311,52
227,m496,DAT,superficial,DAT superficial,somas,other,pupil_change_z,q90_z,0.444957462271814,52
227,m496,DAT,superficial,DAT superficial,somas,other,pupil_change_z,response_width_z,0.5422170920439486,52
227,m496,DAT,superficial,DAT superficial,somas,other,running_speed,q10_z,-0.17545108991282432,52
227,m496,DAT,superficial,DAT superficial,somas,other,running_speed,q90_z,0.3989645225435659,52
227,m496,DAT,superficial,DAT superficial,somas,other,running_speed,response_width_z,0.5080784519819719,52
228,m466,TH,deep,TH deep,groups,components 4/10,pupil_odor_z,q10_z,0.11071428571428568,15
228,m466,TH,deep,TH deep,groups,components 4/10,pupil_odor_z,q90_z,0.7071428571428571,15
228,m466,TH,deep,TH deep,groups,components 4/10,pupil_odor_z,response_width_z,0.5,15
228,m466,TH,deep,TH deep,groups,components 4/10,pupil_change_z,q10_z,-0.1964285714285714,15
228,m466,TH,deep,TH deep,groups,components 4/10,pupil_change_z,q90_z,0.175,15
228,m466,TH,deep,TH deep,groups,components 4/10,pupil_change_z,response_width_z,0.30357142857142855,15
228,m466,TH,deep,TH deep,groups,components 4/10,running_speed,q10_z,-0.16428571428571426,15
228,m466,TH,deep,TH deep,groups,components 4/10,running_speed,q90_z,0.5499999999999999,15
228,m466,TH,deep,TH deep,groups,components 4/10,running_speed,response_width_z,0.532142857142857,15
228,m466,TH,deep,TH deep,groups,mixtures 17/18,pupil_odor_z,q10_z,,5
228,m466,TH,deep,TH deep,groups,mixtures 17/18,pupil_odor_z,q90_z,,5
228,m466,TH,deep,TH deep,groups,mixtures 17/18,pupil_odor_z,response_width_z,,5
228,m466,TH,deep,TH deep,groups,mixtures 17/18,pupil_change_z,q10_z,,5
228,m466,TH,deep,TH deep,groups,mixtures 17/18,pupil_change_z,q90_z,,5
228,m466,TH,deep,TH deep,groups,mixtures 17/18,pupil_change_z,response_width_z,,5
228,m466,TH,deep,TH deep,groups,mixtures 17/18,running_speed,q10_z,,5
228,m466,TH,deep,TH deep,groups,mixtures 17/18,running_speed,q90_z,,5
228,m466,TH,deep,TH deep,groups,mixtures 17/18,running_speed,response_width_z,,5
228,m466,TH,deep,TH deep,groups,other,pupil_odor_z,q10_z,0.014546630030709553,53
228,m466,TH,deep,TH deep,groups,other,pupil_odor_z,q90_z,0.40932600614191045,53
228,m466,TH,deep,TH deep,groups,other,pupil_odor_z,response_width_z,0.33740100210117996,53
228,m466,TH,deep,TH deep,groups,other,pupil_change_z,q10_z,-0.17302408275416198,53
228,m466,TH,deep,TH deep,groups,other,pupil_change_z,q90_z,0.03636657507677389,53
228,m466,TH,deep,TH deep,groups,other,pupil_change_z,response_width_z,0.41595280426701153,53
228,m466,TH,deep,TH deep,groups,other,running_speed,q10_z,-0.2768680188339768,55
228,m466,TH,deep,TH deep,groups,other,running_speed,q90_z,0.35939702875667817,55
228,m466,TH,deep,TH deep,groups,other,running_speed,response_width_z,0.5264432639090226,55
228,m466,TH,deep,TH deep,somas,components 4/10,pupil_odor_z,q10_z,0.27499999999999997,15
228,m466,TH,deep,TH deep,somas,components 4/10,pupil_odor_z,q90_z,0.5892857142857142,15
228,m466,TH,deep,TH deep,somas,components 4/10,pupil_odor_z,response_width_z,0.6249999999999999,15
228,m466,TH,deep,TH deep,somas,components 4/10,pupil_change_z,q10_z,-0.0035714285714285704,15
228,m466,TH,deep,TH deep,somas,components 4/10,pupil_change_z,q90_z,0.28928571428571426,15
228,m466,TH,deep,TH deep,somas,components 4/10,pupil_change_z,response_width_z,0.33928571428571425,15
228,m466,TH,deep,TH deep,somas,components 4/10,running_speed,q10_z,-0.014285714285714282,15
228,m466,TH,deep,TH deep,somas,components 4/10,running_speed,q90_z,0.3928571428571428,15
228,m466,TH,deep,TH deep,somas,components 4/10,running_speed,response_width_z,0.7,15
228,m466,TH,deep,TH deep,somas,mixtures 17/18,pupil_odor_z,q10_z,,5
228,m466,TH,deep,TH deep,somas,mixtures 17/18,pupil_odor_z,q90_z,,5
228,m466,TH,deep,TH deep,somas,mixtures 17/18,pupil_odor_z,response_width_z,,5
228,m466,TH,deep,TH deep,somas,mixtures 17/18,pupil_change_z,q10_z,,5
228,m466,TH,deep,TH deep,somas,mixtures 17/18,pupil_change_z,q90_z,,5
228,m466,TH,deep,TH deep,somas,mixtures 17/18,pupil_change_z,response_width_z,,5
228,m466,TH,deep,TH deep,somas,mixtures 17/18,running_speed,q10_z,,5
228,m466,TH,deep,TH deep,somas,mixtures 17/18,running_speed,q90_z,,5
228,m466,TH,deep,TH deep,somas,mixtures 17/18,running_speed,response_width_z,,5
228,m466,TH,deep,TH deep,somas,other,pupil_odor_z,q10_z,0.011152416356877325,53
228,m466,TH,deep,TH deep,somas,other,pupil_odor_z,q90_z,0.2510101826410215,53
228,m466,TH,deep,TH deep,somas,other,pupil_odor_z,response_width_z,0.4109422983675449,53
228,m466,TH,deep,TH deep,somas,other,pupil_change_z,q10_z,-0.10336188782931954,53
228,m466,TH,deep,TH deep,somas,other,pupil_change_z,q90_z,0.11604978180054953,53
228,m466,TH,deep,TH deep,somas,other,pupil_change_z,response_width_z,0.3986584774527235,53
228,m466,TH,deep,TH deep,somas,other,running_speed,q10_z,-0.2441889890616939,55
228,m466,TH,deep,TH deep,somas,other,running_speed,q90_z,0.18501247165325674,55
228,m466,TH,deep,TH deep,somas,other,running_speed,response_width_z,0.541589849610999,55
229,m357,TH,na,TH,units,components 4/10,pupil_odor_z,q10_z,0.09523809523809526,8
229,m357,TH,na,TH,units,components 4/10,pupil_odor_z,q90_z,0.7619047619047621,8
229,m357,TH,na,TH,units,components 4/10,pupil_odor_z,response_width_z,0.8571428571428572,8
229,m357,TH,na,TH,units,components 4/10,pupil_change_z,q10_z,-0.28571428571428575,8
229,m357,TH,na,TH,units,components 4/10,pupil_change_z,q90_z,0.4285714285714286,8
229,m357,TH,na,TH,units,components 4/10,pupil_change_z,response_width_z,0.5000000000000001,8
229,m357,TH,na,TH,units,components 4/10,running_speed,q10_z,0.2448420473069246,13
229,m357,TH,na,TH,units,components 4/10,running_speed,q90_z,0.06602482174568754,13
229,m357,TH,na,TH,units,components 4/10,running_speed,response_width_z,-0.013755171197018237,13
229,m357,TH,na,TH,units,mixtures 17/18,pupil_odor_z,q10_z,,5
229,m357,TH,na,TH,units,mixtures 17/18,pupil_odor_z,q90_z,,5
229,m357,TH,na,TH,units,mixtures 17/18,pupil_odor_z,response_width_z,,5
229,m357,TH,na,TH,units,mixtures 17/18,pupil_change_z,q10_z,,5
229,m357,TH,na,TH,units,mixtures 17/18,pupil_change_z,q90_z,,5
229,m357,TH,na,TH,units,mixtures 17/18,pupil_change_z,response_width_z,,5
229,m357,TH,na,TH,units,mixtures 17/18,running_speed,q10_z,,7
229,m357,TH,na,TH,units,mixtures 17/18,running_speed,q90_z,,7
229,m357,TH,na,TH,units,mixtures 17/18,running_speed,response_width_z,,7
229,m357,TH,na,TH,units,other,pupil_odor_z,q10_z,-0.10539302734393097,44
229,m357,TH,na,TH,units,other,pupil_odor_z,q90_z,0.09665139832008654,44
229,m357,TH,na,TH,units,other,pupil_odor_z,response_width_z,0.17787021939194672,44
229,m357,TH,na,TH,units,other,pupil_change_z,q10_z,0.08494889494945607,44
229,m357,TH,na,TH,units,other,pupil_change_z,q90_z,0.15643286132186143,44
229,m357,TH,na,TH,units,other,pupil_change_z,response_width_z,0.13387853611783862,44
229,m357,TH,na,TH,units,other,running_speed,q10_z,0.292131264112294,60
229,m357,TH,na,TH,units,other,running_speed,q90_z,0.02065897579930847,60
229,m357,TH,na,TH,units,other,running_speed,response_width_z,-0.09510636167097528,60
233,m465,TH,deep,TH deep,groups,components 4/10,pupil_odor_z,q10_z,-0.46703296703296704,13
233,m465,TH,deep,TH deep,groups,components 4/10,pupil_odor_z,q90_z,0.17032967032967034,13
233,m465,TH,deep,TH deep,groups,components 4/10,pupil_odor_z,response_width_z,0.6208791208791209,13
233,m465,TH,deep,TH deep,groups,components 4/10,pupil_change_z,q10_z,-0.21428571428571427,13
233,m465,TH,deep,TH deep,groups,components 4/10,pupil_change_z,q90_z,0.054945054945054944,13
233,m465,TH,deep,TH deep,groups,components 4/10,pupil_change_z,response_width_z,0.07692307692307691,13
233,m465,TH,deep,TH deep,groups,components 4/10,running_speed,q10_z,-0.5667130533171513,13
233,m465,TH,deep,TH deep,groups,components 4/10,running_speed,q90_z,-0.18982136251885168,13
233,m465,TH,deep,TH deep,groups,components 4/10,running_speed,response_width_z,0.3218710060102268,13
233,m465,TH,deep,TH deep,groups,mixtures 17/18,pupil_odor_z,q10_z,-0.048192771084337345,8
233,m465,TH,deep,TH deep,groups,mixtures 17/18,pupil_odor_z,q90_z,0.7409638554216866,8
233,m465,TH,deep,TH deep,groups,mixtures 17/18,pupil_odor_z,response_width_z,0.716867469879518,8
233,m465,TH,deep,TH deep,groups,mixtures 17/18,pupil_change_z,q10_z,0.3012048192771084,8
233,m465,TH,deep,TH deep,groups,mixtures 17/18,pupil_change_z,q90_z,0.463855421686747,8
233,m465,TH,deep,TH deep,groups,mixtures 17/18,pupil_change_z,response_width_z,0.4156626506024096,8
233,m465,TH,deep,TH deep,groups,mixtures 17/18,running_speed,q10_z,0.5301204819277108,8
233,m465,TH,deep,TH deep,groups,mixtures 17/18,running_speed,q90_z,0.3012048192771084,8
233,m465,TH,deep,TH deep,groups,mixtures 17/18,running_speed,response_width_z,0.22891566265060237,8
233,m465,TH,deep,TH deep,groups,other,pupil_odor_z,q10_z,-0.15335042735042737,56
233,m465,TH,deep,TH deep,groups,other,pupil_odor_z,q90_z,0.31152136752136755,56
233,m465,TH,deep,TH deep,groups,other,pupil_odor_z,response_width_z,0.3382222222222223,56
233,m465,TH,deep,TH deep,groups,other,pupil_change_z,q10_z,-0.2701196581196582,56
233,m465,TH,deep,TH deep,groups,other,pupil_change_z,q90_z,-0.01936752136752137,56
233,m465,TH,deep,TH deep,groups,other,pupil_change_z,response_width_z,-0.020427350427350433,56
233,m465,TH,deep,TH deep,groups,other,running_speed,q10_z,-0.16596864906098502,56
233,m465,TH,deep,TH deep,groups,other,running_speed,q90_z,0.14039556233781747,56
233,m465,TH,deep,TH deep,groups,other,running_speed,response_width_z,0.07560813006455212,56
233,m465,TH,deep,TH deep,somas,components 4/10,pupil_odor_z,q10_z,-0.3681318681318681,13
233,m465,TH,deep,TH deep,somas,components 4/10,pupil_odor_z,q90_z,0.5494505494505494,13
233,m465,TH,deep,TH deep,somas,components 4/10,pupil_odor_z,response_width_z,0.47802197802197804,13
233,m465,TH,deep,TH deep,somas,components 4/10,pupil_change_z,q10_z,-0.21428571428571427,13
233,m465,TH,deep,TH deep,somas,components 4/10,pupil_change_z,q90_z,0.33516483516483514,13
233,m465,TH,deep,TH deep,somas,components 4/10,pupil_change_z,response_width_z,0.2802197802197803,13
233,m465,TH,deep,TH deep,somas,components 4/10,running_speed,q10_z,-0.3493813484042632,13
233,m465,TH,deep,TH deep,somas,components 4/10,running_speed,q90_z,0.09078412990032038,13
233,m465,TH,deep,TH deep,somas,components 4/10,running_speed,response_width_z,0.2283358418705027,13
233,m465,TH,deep,TH deep,somas,mixtures 17/18,pupil_odor_z,q10_z,-0.23493975903614456,8
233,m465,TH,deep,TH deep,somas,mixtures 17/18,pupil_odor_z,q90_z,0.6927710843373494,8
233,m465,TH,deep,TH deep,somas,mixtures 17/18,pupil_odor_z,response_width_z,0.8132530120481927,8
233,m465,TH,deep,TH deep,somas,mixtures 17/18,pupil_change_z,q10_z,0.34337349397590355,8
233,m465,TH,deep,TH deep,somas,mixtures 17/18,pupil_change_z,q90_z,0.36746987951807225,8
233,m465,TH,deep,TH deep,somas,mixtures 17/18,pupil_change_z,response_width_z,0.3915662650602409,8
233,m465,TH,deep,TH deep,somas,mixtures 17/18,running_speed,q10_z,0.6566265060240963,8
233,m465,TH,deep,TH deep,somas,mixtures 17/18,running_speed,q90_z,0.2650602409638554,8
233,m465,TH,deep,TH deep,somas,mixtures 17/18,running_speed,response_width_z,0.22891566265060237,8
233,m465,TH,deep,TH deep,somas,other,pupil_odor_z,q10_z,-0.3335555555555556,56
233,m465,TH,deep,TH deep,somas,other,pupil_odor_z,q90_z,0.32266666666666677,56
233,m465,TH,deep,TH deep,somas,other,pupil_odor_z,response_width_z,0.3732649572649574,56
233,m465,TH,deep,TH deep,somas,other,pupil_change_z,q10_z,-0.15382905982905987,56
233,m465,TH,deep,TH deep,somas,other,pupil_change_z,q90_z,0.02601709401709402,56
233,m465,TH,deep,TH deep,somas,other,pupil_change_z,response_width_z,-0.022068376068376076,56
233,m465,TH,deep,TH deep,somas,other,running_speed,q10_z,-0.15808817247049017,56
233,m465,TH,deep,TH deep,somas,other,running_speed,q90_z,0.18174669655128156,56
233,m465,TH,deep,TH deep,somas,other,running_speed,response_width_z,0.11092497309266985,56
235,m466,TH,superficial,TH superficial,groups,components 4/10,pupil_odor_z,q10_z,,0
235,m466,TH,superficial,TH superficial,groups,components 4/10,pupil_odor_z,q90_z,,0
235,m466,TH,superficial,TH superficial,groups,components 4/10,pupil_odor_z,response_width_z,,0
235,m466,TH,superficial,TH superficial,groups,components 4/10,pupil_change_z,q10_z,,0
235,m466,TH,superficial,TH superficial,groups,components 4/10,pupil_change_z,q90_z,,0
235,m466,TH,superficial,TH superficial,groups,components 4/10,pupil_change_z,response_width_z,,0
235,m466,TH,superficial,TH superficial,groups,components 4/10,running_speed,q10_z,-0.4450549450549451,13
235,m466,TH,superficial,TH superficial,groups,components 4/10,running_speed,q90_z,0.8681318681318682,13
235,m466,TH,superficial,TH superficial,groups,components 4/10,running_speed,response_width_z,0.9230769230769231,13
235,m466,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_odor_z,q10_z,,0
235,m466,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_odor_z,q90_z,,0
235,m466,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_odor_z,response_width_z,,0
235,m466,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_change_z,q10_z,,0
235,m466,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_change_z,q90_z,,0
235,m466,TH,superficial,TH superficial,groups,mixtures 17/18,pupil_change_z,response_width_z,,0
235,m466,TH,superficial,TH superficial,groups,mixtures 17/18,running_speed,q10_z,-0.15,9
235,m466,TH,superficial,TH superficial,groups,mixtures 17/18,running_speed,q90_z,0.7666666666666667,9
235,m466,TH,superficial,TH superficial,groups,mixtures 17/18,running_speed,response_width_z,0.7999999999999999,9
235,m466,TH,superficial,TH superficial,groups,other,pupil_odor_z,q10_z,,0
235,m466,TH,superficial,TH superficial,groups,other,pupil_odor_z,q90_z,,0
235,m466,TH,superficial,TH superficial,groups,other,pupil_odor_z,response_width_z,,0
235,m466,TH,superficial,TH superficial,groups,other,pupil_change_z,q10_z,,0
235,m466,TH,superficial,TH superficial,groups,other,pupil_change_z,q90_z,,0
235,m466,TH,superficial,TH superficial,groups,other,pupil_change_z,response_width_z,,0
235,m466,TH,superficial,TH superficial,groups,other,running_speed,q10_z,-0.3084902175108524,54
235,m466,TH,superficial,TH superficial,groups,other,running_speed,q90_z,0.7026625500242518,54
235,m466,TH,superficial,TH superficial,groups,other,running_speed,response_width_z,0.7320178539526541,54
235,m466,TH,superficial,TH superficial,somas,components 4/10,pupil_odor_z,q10_z,,0
235,m466,TH,superficial,TH superficial,somas,components 4/10,pupil_odor_z,q90_z,,0
235,m466,TH,superficial,TH superficial,somas,components 4/10,pupil_odor_z,response_width_z,,0
235,m466,TH,superficial,TH superficial,somas,components 4/10,pupil_change_z,q10_z,,0
235,m466,TH,superficial,TH superficial,somas,components 4/10,pupil_change_z,q90_z,,0
235,m466,TH,superficial,TH superficial,somas,components 4/10,pupil_change_z,response_width_z,,0
235,m466,TH,superficial,TH superficial,somas,components 4/10,running_speed,q10_z,-0.5054945054945055,13
