group_id,mouse,line,depth_class,cohort,compartment,arousal_measure,arousal_class,odor_centered,time_s,n_trials,n_units,q10_z,q25_z,median_z,q75_z,q90_z,iqr_z,central80_width_z,driver_value,driver_unit
186,m472,DAT,na,DAT,units,running,low,True,-1.9287131011200005,35,124,-1.320364625857177,-0.714168943826937,0.0,0.5506989689213999,1.3019728101401895,1.2648679127483369,2.6223374359973666,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.8572792825600004,35,124,-1.309308006517865,-0.7055273557650961,0.0,0.5432283317808199,1.255549838818196,1.2487556875459158,2.564857845336061,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.7858454640000005,35,124,-1.2605743979673005,-0.6414942012246078,0.0,0.43889911808138193,1.1086360150059962,1.0803933193059896,2.3692104129732967,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.7144116454400005,35,124,-1.2528557605437796,-0.6385503473769252,0.0,0.42908054375503624,1.0833159494778588,1.0676308911319614,2.336171710021638,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.6429778268800004,35,124,-1.240747970438598,-0.6940413635500051,-0.002047899179160595,0.4519679082333352,1.117818288260174,1.1460092717833403,2.358566258698772,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.5715440083200003,35,124,-1.2129132184066325,-0.5944310096868625,0.0,0.5280070695681153,1.2384015739761742,1.1224380792549777,2.4513147923828065,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.5001101897600004,35,124,-1.078424534967376,-0.5013401366692658,0.0,0.5978509414223178,1.2939100360497828,1.0991910780915837,2.372334571017159,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.4286763712000004,35,124,-0.8977656947517837,-0.35345620375894077,0.0,0.5994048060534557,1.1472622755328536,0.9528610098123964,2.0450279702846372,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.3572425526400003,35,124,-1.0577104238965722,-0.433228860104767,0.0,0.48970002497339415,1.0626322270233046,0.9229288850781612,2.120342650919877,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.2858087340800004,35,124,-1.109660756325832,-0.5146695339569338,0.0,0.46735016053059597,1.0492364561478433,0.9820196944875298,2.1588972124736756,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.2143749155200003,35,124,-1.1718497975487951,-0.521467475341288,0.0,0.5754019159789163,1.1795387552594074,1.0968693913202043,2.351388552808203,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.1429410969600002,35,124,-1.1278743678083023,-0.462336061248573,0.0,0.5210916189890769,1.0938977503519571,0.9834276802376498,2.2217721181602594,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.0715072784000004,35,124,-0.9490377028304566,-0.4231350768047075,0.0,0.4847390926809532,1.0142139469238896,0.9078741694856607,1.9632516497543462,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-1.0000734598400003,35,124,-0.9129180091191774,-0.38797111072387824,0.0,0.5616964593360467,1.1035266299425899,0.949667570059925,2.0164446390617674,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-0.9286396412800002,35,124,-1.0040588443934986,-0.4609803960279182,0.0,0.5550146317971801,1.1637307196493363,1.0159950278250984,2.1677895640428346,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-0.8572058227200002,35,124,-1.1511798832462066,-0.5706261300861283,0.0,0.5032334752484329,1.0588841509203322,1.0738596053345613,2.210064034166539,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-0.7857720041600001,35,124,-0.9525244716261686,-0.40013822801066223,0.0,0.5916430885791434,1.1617457874326242,0.9917813165898056,2.114270259058793,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-0.7143381856000002,35,124,-0.8293263086566218,-0.2696158537917116,0.061690984552519174,0.6701279182538942,1.1999277894971547,0.9397437720456058,2.0292540981537766,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-0.6429043670400002,35,124,-0.8454882727642716,-0.3442717227627764,0.0,0.6381125799725177,1.2282553135365661,0.9823843027352941,2.0737435863008375,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-0.5714705484800001,35,124,-1.074804192310613,-0.5275244163823555,0.0,0.47808831561943166,1.2258561557521008,1.0056127320017871,2.300660348062714,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-0.5000367299200001,35,124,-1.1956971279591218,-0.6093448756118622,0.0,0.4764115652018249,1.1617782984429073,1.0857564408136873,2.3574754264020292,0.0,speed
186,m472,DAT,na,DAT,units,running,low,True,-0.4286029113600001,35,124,-1.2345698931771847,-0.5895339417491212,0.0,0.5430186274935733,1.1485968929560233,1.1325525692426945,2.383166786133208,0.0,speed
