group_id,mouse,line,depth_class,compartment,state,pair,n_a,n_b,integrated_crossnobis,integrated_null_z,integrated_cosine,spatiotemporal_crossnobis,spatiotemporal_null_z,time_s,one_second_crossnobis,cumulative_crossnobis
203,m462,TH,deep,somas,pre,31-32,6,3,0.02342414048813458,-0.7572191861821949,0.009798049926757812,0.07450097604800036,-0.6643643405476632,3.0,0.10931137231750683,-0.189794465959085
203,m462,TH,deep,somas,pre,31-32,6,3,0.02342414048813458,-0.7572191861821949,0.009798049926757812,0.07450097604800036,-0.6643643405476632,4.0,0.33149810437410404,-0.0011411792862890849
203,m462,TH,deep,somas,pre,39-40,2,5,1.301659490354297,1.2969420940559593,0.3278760313987732,1.2705209849865793,1.2352038803468375,1.0,-0.19016538674467937,-0.14809189812917556
203,m462,TH,deep,somas,pre,39-40,2,5,1.301659490354297,1.2969420940559593,0.3278760313987732,1.2705209849865793,1.2352038803468375,2.0,0.7864628462690639,0.5345655530789368
203,m462,TH,deep,somas,pre,39-40,2,5,1.301659490354297,1.2969420940559593,0.3278760313987732,1.2705209849865793,1.2352038803468375,3.0,1.4015463186407324,0.695947961800324
203,m462,TH,deep,somas,pre,39-40,2,5,1.301659490354297,1.2969420940559593,0.3278760313987732,1.2705209849865793,1.2352038803468375,4.0,3.023989421653979,1.318185832817316
203,m462,TH,deep,somas,post,17-18,6,7,0.026504468537282597,-0.4751803881118282,0.15964841842651367,0.04280166519588172,-0.38785824798601826,1.0,0.03548054561408756,0.02115176526294108
203,m462,TH,deep,somas,post,17-18,6,7,0.026504468537282597,-0.4751803881118282,0.15964841842651367,0.04280166519588172,-0.38785824798601826,2.0,0.01702285589409535,0.041258799204123425
203,m462,TH,deep,somas,post,17-18,6,7,0.026504468537282597,-0.4751803881118282,0.15964841842651367,0.04280166519588172,-0.38785824798601826,3.0,0.00931730688117702,0.03356046379987724
203,m462,TH,deep,somas,post,17-18,6,7,0.026504468537282597,-0.4751803881118282,0.15964841842651367,0.04280166519588172,-0.38785824798601826,4.0,0.06622103720527833,0.049059828753031096
203,m462,TH,deep,somas,post,31-32,3,3,0.4181322769994564,0.2696488459345338,0.20776689052581787,0.7219838813678027,0.9896732215541244,1.0,1.5653923123424136,1.5185917002063256
203,m462,TH,deep,somas,post,31-32,3,3,0.4181322769994564,0.2696488459345338,0.20776689052581787,0.7219838813678027,0.9896732215541244,2.0,0.3091586758181937,0.48249778446947816
203,m462,TH,deep,somas,post,31-32,3,3,0.4181322769994564,0.2696488459345338,0.20776689052581787,0.7219838813678027,0.9896732215541244,3.0,0.5780552164676804,0.45690564505137393
203,m462,TH,deep,somas,post,31-32,3,3,0.4181322769994564,0.2696488459345338,0.20776689052581787,0.7219838813678027,0.9896732215541244,4.0,0.41181529487490315,0.39656938084296667
203,m462,TH,deep,somas,post,39-40,5,3,0.40146588047198545,0.5897637270762902,0.1826460361480713,0.11703351966580569,-0.9830960619035021,1.0,0.0267280168671579,0.017529507003119584
203,m462,TH,deep,somas,post,39-40,5,3,0.40146588047198545,0.5897637270762902,0.1826460361480713,0.11703351966580569,-0.9830960619035021,2.0,0.06119761209807316,0.0007915708041057644
203,m462,TH,deep,somas,post,39-40,5,3,0.40146588047198545,0.5897637270762902,0.1826460361480713,0.11703351966580569,-0.9830960619035021,3.0,0.15745622702797124,0.3570686523289005
203,m462,TH,deep,somas,post,39-40,5,3,0.40146588047198545,0.5897637270762902,0.1826460361480713,0.11703351966580569,-0.9830960619035021,4.0,0.15789253227313524,0.40547196175290645
203,m462,TH,deep,processes,pre,17-18,6,5,0.4274822449663772,1.6377721459577863,0.13034099340438843,0.2709401916010938,1.650131043092769,1.0,0.052304291985901155,0.04110098300538592
203,m462,TH,deep,processes,pre,17-18,6,5,0.4274822449663772,1.6377721459577863,0.13034099340438843,0.2709401916010938,1.650131043092769,2.0,0.753427468421743,0.49869193890049446
203,m462,TH,deep,processes,pre,17-18,6,5,0.4274822449663772,1.6377721459577863,0.13034099340438843,0.2709401916010938,1.650131043092769,3.0,0.23400874244259245,0.5114458125975889
203,m462,TH,deep,processes,pre,17-18,6,5,0.4274822449663772,1.6377721459577863,0.13034099340438843,0.2709401916010938,1.650131043092769,4.0,0.11348929032155938,0.45695330242852733
203,m462,TH,deep,processes,pre,31-32,6,3,0.22283351377498398,-0.14304952854568462,0.007781624794006348,0.1849880169419468,-0.4750410300765721,1.0,-0.02236128999304793,-0.014013900935526393
203,m462,TH,deep,processes,pre,31-32,6,3,0.22283351377498398,-0.14304952854568462,0.007781624794006348,0.1849880169419468,-0.4750410300765721,2.0,0.17499800159795342,0.0726064556013978
203,m462,TH,deep,processes,pre,31-32,6,3,0.22283351377498398,-0.14304952854568462,0.007781624794006348,0.1849880169419468,-0.4750410300765721,3.0,0.2459339412701325,0.12464910449782642
203,m462,TH,deep,processes,pre,31-32,6,3,0.22283351377498398,-0.14304952854568462,0.007781624794006348,0.1849880169419468,-0.4750410300765721,4.0,0.27373446443024396,0.19842323931759626
203,m462,TH,deep,processes,pre,39-40,2,5,0.2977132837782432,-0.33222593814362833,0.2603471875190735,0.48354106148488063,-0.1615740049923682,1.0,-0.05507944779912783,-0.006773497468982181
203,m462,TH,deep,processes,pre,39-40,2,5,0.2977132837782432,-0.33222593814362833,0.2603471875190735,0.48354106148488063,-0.1615740049923682,2.0,0.20371829125581134,0.04373949539511701
203,m462,TH,deep,processes,pre,39-40,2,5,0.2977132837782432,-0.33222593814362833,0.2603471875190735,0.48354106148488063,-0.1615740049923682,3.0,0.7163747326882107,0.4529931453060122
203,m462,TH,deep,processes,pre,39-40,2,5,0.2977132837782432,-0.33222593814362833,0.2603471875190735,0.48354106148488063,-0.1615740049923682,4.0,0.9885148386145522,0.30714023580497923
203,m462,TH,deep,processes,post,17-18,6,7,-0.039523848154111835,-0.8929009703246373,0.052068889141082764,0.01562433834995278,-0.8247030302879014,1.0,0.05078282566337959,0.04750452258497652
203,m462,TH,deep,processes,post,17-18,6,7,-0.039523848154111835,-0.8929009703246373,0.052068889141082764,0.01562433834995278,-0.8247030302879014,2.0,-0.041777301183246046,-0.008495087322582952
203,m462,TH,deep,processes,post,17-18,6,7,-0.039523848154111835,-0.8929009703246373,0.052068889141082764,0.01562433834995278,-0.8247030302879014,3.0,0.04363318523499699,0.005235238476718224
203,m462,TH,deep,processes,post,17-18,6,7,-0.039523848154111835,-0.8929009703246373,0.052068889141082764,0.01562433834995278,-0.8247030302879014,4.0,-0.007237230653141459,-0.029752707117649355
203,m462,TH,deep,processes,post,31-32,3,3,0.6561095441927447,0.4530548492285555,0.0772443413734436,0.7545790916712555,0.5138530955352864,1.0,1.1340510246111615,1.1070378466443278
203,m462,TH,deep,processes,post,31-32,3,3,0.6561095441927447,0.4530548492285555,0.0772443413734436,0.7545790916712555,0.5138530955352864,2.0,0.5782983911400766,0.6651424806165909
203,m462,TH,deep,processes,post,31-32,3,3,0.6561095441927447,0.4530548492285555,0.0772443413734436,0.7545790916712555,0.5138530955352864,3.0,0.7157140341704433,0.6093113697932052
203,m462,TH,deep,processes,post,31-32,3,3,0.6561095441927447,0.4530548492285555,0.0772443413734436,0.7545790916712555,0.5138530955352864,4.0,0.6335590576360824,0.6540751962707695
203,m462,TH,deep,processes,post,39-40,5,3,0.2667661709114073,-0.23145294855965448,0.11527138948440552,0.3331241963721184,0.42429359172739034,1.0,0.42060420443545055,0.42543756079244
203,m462,TH,deep,processes,post,39-40,5,3,0.2667661709114073,-0.23145294855965448,0.11527138948440552,0.3331241963721184,0.42429359172739034,2.0,0.24600792027615526,0.36255966402617834
203,m462,TH,deep,processes,post,39-40,5,3,0.2667661709114073,-0.23145294855965448,0.11527138948440552,0.3331241963721184,0.42429359172739034,3.0,0.2596268554630452,0.3506696297357485
203,m462,TH,deep,processes,post,39-40,5,3,0.2667661709114073,-0.23145294855965448,0.11527138948440552,0.3331241963721184,0.42429359172739034,4.0,0.3573759926286119,0.2687558172886771
225,m357,TH,superficial,somas,pre,17-18,5,4,0.28890110612198894,0.21727236563567545,0.032100141048431396,0.3356035869228409,0.718496777577613,1.0,-0.05771794693268341,-0.05340859271753527
225,m357,TH,superficial,somas,pre,17-18,5,4,0.28890110612198894,0.21727236563567545,0.032100141048431396,0.3356035869228409,0.718496777577613,2.0,-0.08132356597467245,-0.014007328329743714
225,m357,TH,superficial,somas,pre,17-18,5,4,0.28890110612198894,0.21727236563567545,0.032100141048431396,0.3356035869228409,0.718496777577613,3.0,0.8874926371497434,0.08320804054762351
225,m357,TH,superficial,somas,pre,17-18,5,4,0.28890110612198894,0.21727236563567545,0.032100141048431396,0.3356035869228409,0.718496777577613,4.0,0.6334284166353399,0.26765712341548265
225,m357,TH,superficial,somas,pre,31-32,4,6,0.40553810591304756,0.5802747776262749,0.10700803995132446,0.35806426398703434,1.1306740817234144,1.0,0.5484520490608423,0.5621330160243793
225,m357,TH,superficial,somas,pre,31-32,4,6,0.40553810591304756,0.5802747776262749,0.10700803995132446,0.35806426398703434,1.1306740817234144,2.0,0.5064130034744726,0.6481610870773419
225,m357,TH,superficial,somas,pre,31-32,4,6,0.40553810591304756,0.5802747776262749,0.10700803995132446,0.35806426398703434,1.1306740817234144,3.0,0.20591035832269927,0.552438387717191
225,m357,TH,superficial,somas,pre,31-32,4,6,0.40553810591304756,0.5802747776262749,0.10700803995132446,0.35806426398703434,1.1306740817234144,4.0,0.14915790561863482,0.42671044934150676
225,m357,TH,superficial,somas,pre,39-40,3,3,3.2923564654337674,2.919071709701068,0.25345635414123535,2.8580680422912557,2.1378554807206123,1.0,1.1123479126145497,1.1779076587623902
225,m357,TH,superficial,somas,pre,39-40,3,3,3.2923564654337674,2.919071709701068,0.25345635414123535,2.8580680422912557,2.1378554807206123,2.0,2.235566784990029,1.8031173886271248
225,m357,TH,superficial,somas,pre,39-40,3,3,3.2923564654337674,2.919071709701068,0.25345635414123535,2.8580680422912557,2.1378554807206123,3.0,3.6423590519462326,2.6916878009560654
225,m357,TH,superficial,somas,pre,39-40,3,3,3.2923564654337674,2.919071709701068,0.25345635414123535,2.8580680422912557,2.1378554807206123,4.0,4.385378275435368,3.3269897576543213
225,m357,TH,superficial,somas,post,17-18,3,9,0.019181458013321693,-1.0070723183919126,0.17583227157592773,0.06204421640983613,-0.8182048647012683,1.0,0.0376389621833039,0.044355857991245196
225,m357,TH,superficial,somas,post,17-18,3,9,0.019181458013321693,-1.0070723183919126,0.17583227157592773,0.06204421640983613,-0.8182048647012683,2.0,0.07935501865550436,0.047058764300969856
225,m357,TH,superficial,somas,post,17-18,3,9,0.019181458013321693,-1.0070723183919126,0.17583227157592773,0.06204421640983613,-0.8182048647012683,3.0,0.0065162930527106235,0.04188438903517136
225,m357,TH,superficial,somas,post,17-18,3,9,0.019181458013321693,-1.0070723183919126,0.17583227157592773,0.06204421640983613,-0.8182048647012683,4.0,0.08071867873934954,0.008610018188099514
225,m357,TH,superficial,somas,post,31-32,7,6,0.024088894944949885,-0.7772654791503885,0.22080641984939575,0.05501202843098656,-0.3615530174332237,1.0,0.028852667041013524,0.027920435564883373
225,m357,TH,superficial,somas,post,31-32,7,6,0.024088894944949885,-0.7772654791503885,0.22080641984939575,0.05501202843098656,-0.3615530174332237,2.0,0.021703564318818678,0.026250762769667476
225,m357,TH,superficial,somas,post,31-32,7,6,0.024088894944949885,-0.7772654791503885,0.22080641984939575,0.05501202843098656,-0.3615530174332237,3.0,-0.02997880324868444,-0.0018434512069418494
225,m357,TH,superficial,somas,post,31-32,7,6,0.024088894944949885,-0.7772654791503885,0.22080641984939575,0.05501202843098656,-0.3615530174332237,4.0,0.18537024811234395,0.02495563554318943
225,m357,TH,superficial,somas,post,39-40,5,5,0.25438528555084206,0.6013938557805968,0.41426587104797363,0.2130793425214846,0.8971408637726679,1.0,0.13027783427877923,0.13472779574227942
225,m357,TH,superficial,somas,post,39-40,5,5,0.25438528555084206,0.6013938557805968,0.41426587104797363,0.2130793425214846,0.8971408637726679,2.0,0.3328188404565973,0.2038914110065683
225,m357,TH,superficial,somas,post,39-40,5,5,0.25438528555084206,0.6013938557805968,0.41426587104797363,0.2130793425214846,0.8971408637726679,3.0,0.17270056019088034,0.26916179694451625
225,m357,TH,superficial,somas,post,39-40,5,5,0.25438528555084206,0.6013938557805968,0.41426587104797363,0.2130793425214846,0.8971408637726679,4.0,0.20865682089998605,0.26066328701618446
225,m357,TH,superficial,processes,pre,17-18,5,4,0.2311252778046807,-0.043362861531715896,0.08227205276489258,0.2914327649709825,0.6712084556185579,1.0,-0.02516589439350674,-0.012294397207170992
225,m357,TH,superficial,processes,pre,17-18,5,4,0.2311252778046807,-0.043362861531715896,0.08227205276489258,0.2914327649709825,0.6712084556185579,2.0,0.005161992431727176,-0.019403850315262903
225,m357,TH,superficial,processes,pre,17-18,5,4,0.2311252778046807,-0.043362861531715896,0.08227205276489258,0.2914327649709825,0.6712084556185579,3.0,0.492859183258635,0.0559429518467552
225,m357,TH,superficial,processes,pre,17-18,5,4,0.2311252778046807,-0.043362861531715896,0.08227205276489258,0.2914327649709825,0.6712084556185579,4.0,0.7059750831084385,0.1888429373755293
225,m357,TH,superficial,processes,pre,31-32,4,6,0.24673040949980843,0.26752149626624655,0.12666863203048706,0.30288464102381424,1.099821920778305,1.0,0.42226564812507944,0.44520171519416074
225,m357,TH,superficial,processes,pre,31-32,4,6,0.24673040949980843,0.26752149626624655,0.12666863203048706,0.30288464102381424,1.099821920778305,2.0,0.2934019186749979,0.4639332461377675
225,m357,TH,superficial,processes,pre,31-32,4,6,0.24673040949980843,0.26752149626624655,0.12666863203048706,0.30288464102381424,1.099821920778305,3.0,0.24292021743176473,0.3159111383221188
225,m357,TH,superficial,processes,pre,31-32,4,6,0.24673040949980843,0.26752149626624655,0.12666863203048706,0.30288464102381424,1.099821920778305,4.0,0.2020039164894949,0.25443783334949005
225,m357,TH,superficial,processes,pre,39-40,3,3,2.529033782332391,3.3711232731608773,0.331928014755249,1.733046552962565,1.7995538256895904,1.0,0.5308304262109432,0.5647579268196219
225,m357,TH,superficial,processes,pre,39-40,3,3,2.529033782332391,3.3711232731608773,0.331928014755249,1.733046552962565,1.7995538256895904,2.0,2.0152021385257424,1.135500868427903
225,m357,TH,superficial,processes,pre,39-40,3,3,2.529033782332391,3.3711232731608773,0.331928014755249,1.733046552962565,1.7995538256895904,3.0,1.586790030880788,2.4086359212051893
225,m357,TH,superficial,processes,pre,39-40,3,3,2.529033782332391,3.3711232731608773,0.331928014755249,1.733046552962565,1.7995538256895904,4.0,2.7626364733524236,2.5579765435026123
225,m357,TH,superficial,processes,post,17-18,3,9,0.04834153972642231,-0.7313417951839944,0.22584402561187744,0.06593377422564865,-1.2267602671074778,1.0,0.18752278483605495,0.18770386299715378
225,m357,TH,superficial,processes,post,17-18,3,9,0.04834153972642231,-0.7313417951839944,0.22584402561187744,0.06593377422564865,-1.2267602671074778,2.0,0.05702230517264,0.11906034147435546
225,m357,TH,superficial,processes,post,17-18,3,9,0.04834153972642231,-0.7313417951839944,0.22584402561187744,0.06593377422564865,-1.2267602671074778,3.0,0.054095960194643945,0.0633023263623463
225,m357,TH,superficial,processes,post,17-18,3,9,0.04834153972642231,-0.7313417951839944,0.22584402561187744,0.06593377422564865,-1.2267602671074778,4.0,-0.04107677919535288,0.036332495375590794
225,m357,TH,superficial,processes,post,31-32,7,6,0.14031192090441222,1.1407646967956013,0.2814478278160095,0.1327203197300107,1.5018037308143573,1.0,0.11260946137713282,0.10470523097941428
225,m357,TH,superficial,processes,post,31-32,7,6,0.14031192090441222,1.1407646967956013,0.2814478278160095,0.1327203197300107,1.5018037308143573,2.0,0.12488933113070452,0.1474151215529025
225,m357,TH,superficial,processes,post,31-32,7,6,0.14031192090441222,1.1407646967956013,0.2814478278160095,0.1327203197300107,1.5018037308143573,3.0,0.09621718235675723,0.13141834159027857
225,m357,TH,superficial,processes,post,31-32,7,6,0.14031192090441222,1.1407646967956013,0.2814478278160095,0.1327203197300107,1.5018037308143573,4.0,0.2119830519990704,0.14407222962437888
225,m357,TH,superficial,processes,post,39-40,5,5,0.08270209697022235,-1.2425942708561237,0.3314870595932007,0.11921408853495379,-0.45000297087073243,1.0,0.045137173433860575,0.045449420819741806
225,m357,TH,superficial,processes,post,39-40,5,5,0.08270209697022235,-1.2425942708561237,0.3314870595932007,0.11921408853495379,-0.45000297087073243,2.0,0.0563068175814478,0.0409886023830293
225,m357,TH,superficial,processes,post,39-40,5,5,0.08270209697022235,-1.2425942708561237,0.3314870595932007,0.11921408853495379,-0.45000297087073243,3.0,0.10935335722269193,0.04777015750515588
225,m357,TH,superficial,processes,post,39-40,5,5,0.08270209697022235,-1.2425942708561237,0.3314870595932007,0.11921408853495379,-0.45000297087073243,4.0,0.2601236445381218,0.07829159301268665
227,m496,DAT,superficial,somas,pre,31-32,8,4,0.024777115942629924,-0.588487527549089,0.020599007606506348,0.10921017131400051,0.12779564679716474,1.0,0.16128335869615862,0.16430149877194808
227,m496,DAT,superficial,somas,pre,31-32,8,4,0.024777115942629924,-0.588487527549089,0.020599007606506348,0.10921017131400051,0.12779564679716474,2.0,-0.021943033391439024,0.04905676626911047
227,m496,DAT,superficial,somas,pre,31-32,8,4,0.024777115942629924,-0.588487527549089,0.020599007606506348,0.10921017131400051,0.12779564679716474,3.0,0.05217249304896642,0.025074564282612608
227,m496,DAT,superficial,somas,pre,31-32,8,4,0.024777115942629924,-0.588487527549089,0.020599007606506348,0.10921017131400051,0.12779564679716474,4.0,0.1851400882817766,0.04485610605526938
227,m496,DAT,superficial,somas,pre,39-40,8,6,1.2472119842174638,7.0463428364821,0.5616004467010498,0.9787521047577171,11.201844839439497,1.0,0.4464396854955409,0.4637650278882598
227,m496,DAT,superficial,somas,pre,39-40,8,6,1.2472119842174638,7.0463428364821,0.5616004467010498,0.9787521047577171,11.201844839439497,2.0,1.1838341490474937,1.0420702838816172
227,m496,DAT,superficial,somas,pre,39-40,8,6,1.2472119842174638,7.0463428364821,0.5616004467010498,0.9787521047577171,11.201844839439497,3.0,1.2196750978742554,1.2207821021034826
227,m496,DAT,superficial,somas,pre,39-40,8,6,1.2472119842174638,7.0463428364821,0.5616004467010498,0.9787521047577171,11.201844839439497,4.0,1.033415593324559,1.278350842122535
227,m496,DAT,superficial,somas,post,17-18,3,4,0.799611062595866,0.9238331633681627,0.3363304138183594,0.8415038115322674,2.557121784529605,1.0,0.8131874902849616,0.8013751312224033
227,m496,DAT,superficial,somas,post,17-18,3,4,0.799611062595866,0.9238331633681627,0.3363304138183594,0.8415038115322674,2.557121784529605,2.0,1.3430676600341975,1.3490127469666098
227,m496,DAT,superficial,somas,post,17-18,3,4,0.799611062595866,0.9238331633681627,0.3363304138183594,0.8415038115322674,2.557121784529605,3.0,0.8287894958736735,1.0164968248250001
227,m496,DAT,superficial,somas,post,17-18,3,4,0.799611062595866,0.9238331633681627,0.3363304138183594,0.8415038115322674,2.557121784529605,4.0,0.34292343570552314,0.7753095386203679
227,m496,DAT,superficial,somas,post,31-32,5,4,-0.03682027892258772,-0.6944613439905265,0.10588341951370239,0.005858472061065489,-0.653177385522068,1.0,0.0340900486842006,0.01738291756266951
227,m496,DAT,superficial,somas,post,31-32,5,4,-0.03682027892258772,-0.6944613439905265,0.10588341951370239,0.005858472061065489,-0.653177385522068,2.0,-0.009777938861585334,0.05219424409407108
227,m496,DAT,superficial,somas,post,31-32,5,4,-0.03682027892258772,-0.6944613439905265,0.10588341951370239,0.005858472061065489,-0.653177385522068,3.0,-0.023282002901763698,0.02994385144537155
227,m496,DAT,superficial,somas,post,31-32,5,4,-0.03682027892258772,-0.6944613439905265,0.10588341951370239,0.005858472061065489,-0.653177385522068,4.0,0.017059603024608468,-0.04291856726493434
227,m496,DAT,superficial,somas,post,39-40,3,3,2.0891266435832176,2.134690067208124,0.8640111684799194,0.8321109830238721,0.42789510583901563,1.0,0.5210849400012338,0.5151438751844942
227,m496,DAT,superficial,somas,post,39-40,3,3,2.0891266435832176,2.134690067208124,0.8640111684799194,0.8321109830238721,0.42789510583901563,2.0,0.7466036338455899,0.40938029302683965
227,m496,DAT,superficial,somas,post,39-40,3,3,2.0891266435832176,2.134690067208124,0.8640111684799194,0.8321109830238721,0.42789510583901563,3.0,0.36882690768033766,0.2692344718137659
227,m496,DAT,superficial,somas,post,39-40,3,3,2.0891266435832176,2.134690067208124,0.8640111684799194,0.8321109830238721,0.42789510583901563,4.0,1.6888648379963984,2.086642873065499
227,m496,DAT,superficial,processes,pre,31-32,8,4,0.0558517919361335,-0.4411910596292532,0.022083520889282227,0.07824482224406015,-0.22144450141451058,1.0,0.003652954469775781,0.012296593531007845
227,m496,DAT,superficial,processes,pre,31-32,8,4,0.0558517919361335,-0.4411910596292532,0.022083520889282227,0.07824482224406015,-0.22144450141451058,2.0,-0.01653264239961878,0.03394150355335525
227,m496,DAT,superficial,processes,pre,31-32,8,4,0.0558517919361335,-0.4411910596292532,0.022083520889282227,0.07824482224406015,-0.22144450141451058,3.0,0.10883190119956758,0.0676454166544931
227,m496,DAT,superficial,processes,pre,31-32,8,4,0.0558517919361335,-0.4411910596292532,0.022083520889282227,0.07824482224406015,-0.22144450141451058,4.0,0.18121469392780326,0.06996627665979176
227,m496,DAT,superficial,processes,pre,39-40,8,6,1.0710762620965064,6.625137165986918,0.5879270434379578,0.8876817743248485,13.367223569006176,1.0,0.49831721504529825,0.512511350782142
227,m496,DAT,superficial,processes,pre,39-40,8,6,1.0710762620965064,6.625137165986918,0.5879270434379578,0.8876817743248485,13.367223569006176,2.0,1.0574989221350275,0.9190021351892557
227,m496,DAT,superficial,processes,pre,39-40,8,6,1.0710762620965064,6.625137165986918,0.5879270434379578,0.8876817743248485,13.367223569006176,3.0,0.8904982032514013,0.9547225196515817
227,m496,DAT,superficial,processes,pre,39-40,8,6,1.0710762620965064,6.625137165986918,0.5879270434379578,0.8876817743248485,13.367223569006176,4.0,1.1096399038290097,1.0941523640232185
227,m496,DAT,superficial,processes,post,17-18,3,4,0.6270281035290551,0.7854037126242092,0.18819230794906616,0.6750229743190429,1.3058568016508678,1.0,0.6079228515302998,0.6070635521311925
227,m496,DAT,superficial,processes,post,17-18,3,4,0.6270281035290551,0.7854037126242092,0.18819230794906616,0.6750229743190429,1.3058568016508678,2.0,0.8385724368751158,0.987215528878492
227,m496,DAT,superficial,processes,post,17-18,3,4,0.6270281035290551,0.7854037126242092,0.18819230794906616,0.6750229743190429,1.3058568016508678,3.0,0.9246044842298393,1.1265119558399939
227,m496,DAT,superficial,processes,post,17-18,3,4,0.6270281035290551,0.7854037126242092,0.18819230794906616,0.6750229743190429,1.3058568016508678,4.0,0.29407553557139077,0.6275226308357353
227,m496,DAT,superficial,processes,post,31-32,5,4,-0.07315164224105435,-0.9328018002788722,0.06904876232147217,0.020899601230602034,-0.5720243269418606,1.0,0.144813741453443,0.1323790459450309
227,m496,DAT,superficial,processes,post,31-32,5,4,-0.07315164224105435,-0.9328018002788722,0.06904876232147217,0.020899601230602034,-0.5720243269418606,2.0,-0.14488846203303474,-0.05525927983881889
227,m496,DAT,superficial,processes,post,31-32,5,4,-0.07315164224105435,-0.9328018002788722,0.06904876232147217,0.020899601230602034,-0.5720243269418606,3.0,0.10216073912404848,-0.03479775645854407
227,m496,DAT,superficial,processes,post,31-32,5,4,-0.07315164224105435,-0.9328018002788722,0.06904876232147217,0.020899601230602034,-0.5720243269418606,4.0,-0.0190599208668993,-0.07607061882200841
227,m496,DAT,superficial,processes,post,39-40,3,3,1.519684619282921,1.8782508148605088,0.7991702556610107,0.6837804099970594,0.10218100392962276,1.0,0.8236143417192088,0.8516376357220222
227,m496,DAT,superficial,processes,post,39-40,3,3,1.519684619282921,1.8782508148605088,0.7991702556610107,0.6837804099970594,0.10218100392962276,2.0,0.35404870692651846,0.6311253811294409
227,m496,DAT,superficial,processes,post,39-40,3,3,1.519684619282921,1.8782508148605088,0.7991702556610107,0.6837804099970594,0.10218100392962276,3.0,0.46283331226086916,1.0060807969310872
227,m496,DAT,superficial,processes,post,39-40,3,3,1.519684619282921,1.8782508148605088,0.7991702556610107,0.6837804099970594,0.10218100392962276,4.0,1.2137639373855547,1.5543178092198495
