group_id,mouse,line,depth_class,compartment,state,pair,n_a,n_b,integrated_crossnobis,integrated_null_z,integrated_cosine,spatiotemporal_crossnobis,spatiotemporal_null_z,time_s,one_second_crossnobis,cumulative_crossnobis
202,m496,DAT,superficial,processes,post,39-40,4,5,0.35082153410720784,0.07572966826518686,0.10101485252380371,0.3192688829340044,-0.011017076314607552,1.0,-0.08450178167314042,-0.09910600860442681
202,m496,DAT,superficial,processes,post,39-40,4,5,0.35082153410720784,0.07572966826518686,0.10101485252380371,0.3192688829340044,-0.011017076314607552,2.0,0.22216826307254317,-0.08524909726765355
202,m496,DAT,superficial,processes,post,39-40,4,5,0.35082153410720784,0.07572966826518686,0.10101485252380371,0.3192688829340044,-0.011017076314607552,3.0,0.6114995163694243,0.13475281378069395
202,m496,DAT,superficial,processes,post,39-40,4,5,0.35082153410720784,0.07572966826518686,0.10101485252380371,0.3192688829340044,-0.011017076314607552,4.0,0.591865048406041,0.3812299094952688
203,m462,TH,deep,somas,pre,17-18,6,5,0.3468209784417091,1.029782634471107,0.21748042106628418,0.30778541116630276,1.8349496079695156,1.0,0.004541501796534886,-0.013127562938550937
203,m462,TH,deep,somas,pre,17-18,6,5,0.3468209784417091,1.029782634471107,0.21748042106628418,0.30778541116630276,1.8349496079695156,2.0,0.7967618004903794,0.38999604490602496
203,m462,TH,deep,somas,pre,17-18,6,5,0.3468209784417091,1.029782634471107,0.21748042106628418,0.30778541116630276,1.8349496079695156,3.0,0.23436749472021295,0.41294569693023353
203,m462,TH,deep,somas,pre,17-18,6,5,0.3468209784417091,1.029782634471107,0.21748042106628418,0.30778541116630276,1.8349496079695156,4.0,0.262004727833897,0.3952778164084397
203,m462,TH,deep,somas,pre,31-32,6,3,0.02342414048813458,-0.7572191861821949,0.009798049926757812,0.07450097604800036,-0.6643643405476632,1.0,-0.10593546928834795,-0.11757540623633742
203,m462,TH,deep,somas,pre,31-32,6,3,0.02342414048813458,-0.7572191861821949,0.009798049926757812,0.07450097604800036,-0.6643643405476632,2.0,-0.054328940251411106,-0.13544656579059935
