unit_id,unit_type,group_id,trial_id,trial_index,odor_id,block,epoch,available,response_mean_z,response_peak_positive_z,response_peak_negative_z
p237,process,,0,0,39,pre,odor,True,-0.3153953552246094,6.128148078918457,-5.5107598304748535
p237,process,,1,1,17,pre,odor,True,-1.4975581169128418,4.1184515953063965,-5.447938442230225
p237,process,,2,2,32,pre,odor,True,6.513794422149658,12.920552253723145,-1.3040157556533813
p237,process,,3,3,32,pre,odor,True,4.10786247253418,13.494796752929688,-2.2345266342163086
p237,process,,4,4,30,pre,odor,True,0.9703832864761353,8.126830101013184,-2.681622266769409
p237,process,,5,5,40,pre,odor,True,2.8795175552368164,13.415785789489746,-2.870701313018799
p237,process,,6,6,3,pre,odor,True,2.88226318359375,11.945172309875488,-2.5648980140686035
p237,process,,7,7,2,pre,odor,True,3.8248584270477295,9.709105491638184,-2.758925437927246
p237,process,,8,8,1,pre,odor,True,0.5828288197517395,5.221405506134033,-4.622863292694092
p237,process,,9,9,4,pre,odor,True,3.3767762184143066,11.164390563964844,-0.7875273823738098
p237,process,,10,10,31,pre,odor,True,1.5274511575698853,6.062708854675293,-1.5114378929138184
p237,process,,11,11,21,pre,odor,True,0.43614599108695984,6.520398139953613,-2.423182249069214
p237,process,,12,12,2,pre,odor,True,1.7451987266540527,7.024086952209473,-1.7506955862045288
p237,process,,13,13,39,pre,odor,True,1.032779335975647,6.154726505279541,-2.3484575748443604
p237,process,,14,14,1,pre,odor,True,0.21229642629623413,5.949158668518066,-3.5943691730499268
p237,process,,15,15,12,pre,odor,True,1.2069263458251953,9.243890762329102,-1.7550286054611206
p237,process,,16,16,22,pre,odor,True,1.2170621156692505,5.844632625579834,-1.7299695014953613
p237,process,,17,17,10,pre,odor,True,2.093353748321533,7.345129489898682,-1.53033447265625
p237,process,,18,18,17,pre,odor,True,0.3487648367881775,3.5210893154144287,-1.811037540435791
p237,process,,19,19,31,pre,odor,True,0.3278810381889343,2.8356268405914307,-1.2515133619308472
p237,process,,20,20,30,pre,odor,True,0.31012552976608276,3.2664432525634766,-1.1185548305511475
p237,process,,21,21,12,pre,odor,True,0.04682695493102074,2.3989291191101074,-1.211925983428955
p237,process,,22,22,22,pre,odor,True,0.063622385263443,1.5921093225479126,-1.438096284866333
p237,process,,23,23,4,pre,odor,True,0.055412981659173965,1.7167177200317383,-1.3779188394546509
p237,process,,24,24,0,pre,odor,True,0.05389655381441116,3.0748603343963623,-1.8603488206863403
p237,process,,25,25,3,pre,odor,True,0.2649363875389099,3.652148723602295,-1.940995454788208
p237,process,,26,26,40,pre,odor,True,-0.2165742814540863,1.4880059957504272,-1.5591161251068115
p237,process,,27,27,10,pre,odor,True,0.2946529984474182,3.0739059448242188,-1.5892505645751953
p237,process,,28,28,21,pre,odor,True,0.02241489663720131,2.7522385120391846,-1.5305825471878052
p237,process,,29,29,18,pre,odor,True,0.06280932575464249,1.7584458589553833,-1.2334721088409424
p237,process,,30,30,18,pre,odor,True,-0.24320830404758453,0.908679723739624,-1.3918216228485107
p237,process,,31,31,0,pre,odor,True,0.04669436067342758,1.9916775226593018,-1.441633701324463
p237,process,,32,32,12,post,odor,True,-0.043028999119997025,1.2445785999298096,-0.7369183301925659
p237,process,,33,33,18,post,odor,True,-0.02793102152645588,1.536262035369873,-0.9309511184692383
p237,process,,34,34,40,post,odor,True,0.16808229684829712,1.3442537784576416,-0.6634734869003296
p237,process,,35,35,32,post,odor,True,-0.09205477684736252,1.748209834098816,-0.7728481292724609
p237,process,,36,36,31,post,odor,True,-0.05541238561272621,0.8162238597869873,-0.7042029500007629
p237,process,,37,37,0,post,odor,True,0.010323714464902878,1.7806328535079956,-0.8147423267364502
p237,process,,38,38,4,post,odor,True,-0.21477924287319183,0.999984622001648,-1.0151909589767456
p237,process,,39,39,2,post,odor,True,-0.05310725420713425,1.893364429473877,-0.7770367860794067
p237,process,,40,40,3,post,odor,True,-0.12322479486465454,1.0523954629898071,-0.885402262210846
p237,process,,41,41,21,post,odor,True,0.040240440517663956,1.562285304069519,-0.8834015130996704
p237,process,,42,42,31,post,odor,True,-0.2425619214773178,0.9101465344429016,-1.0488755702972412
p237,process,,43,43,2,post,odor,True,-0.051381275057792664,1.2017813920974731,-0.9238715171813965
p237,process,,44,44,32,post,odor,True,-0.11885470151901245,1.4459095001220703,-0.9277072548866272
